id,codigo,nombre,ubicacion
PJ179,PJ179,Parada 6 / (M) Blanqueado,POINT(-70.70816808322233 -33.4418301064954)
PJ180,PJ180,Parada / Escuela Inglaterra,POINT(-70.70442096735975 -33.44081931220339)
PJ133,PJ133,Parada / Radal - San Pablo,POINT(-70.70266199512658 -33.44034999873468)
PJ1738,PJ1738,Radal / esq. Santo Domingo,POINT(-70.70255300333484 -33.44184999840888)
PJ978,PJ978,Radal / esq. Catedral,POINT(-70.70263200005088 -33.443835000845716)
PJ979,PJ979,Radal / esq. Cura Marchant,POINT(-70.7026829941495 -33.445435997328076)
PI340,PI340,Parada 3 / (M) San Alberto Hurtado,POINT(-70.68936599613177 -33.45376000182675)
PJ999,PJ999,Costanera Sur / esq. Pasaje C,POINT(-70.71885611062683 -33.41128115974347)
PJ1871,PJ1871,Santa Adriana / esq. Brisas del Río,POINT(-70.7163777699071 -33.4130332080464)
PJ1000,PJ1000,Brisas del Río / esq. Santa Edelmira,POINT(-70.71432499955854 -33.411735989322686)
PJ575,PJ575,Carmen Lidia / esq. Estadio,POINT(-70.71170213781491 -33.41109330706006)
PJ8,PJ8,Radal / esq. Avenida Mapocho,POINT(-70.70397999446513 -33.42820800068984)
PJ1003,PJ1003,Radal / esq. Cónsul Poinsett,POINT(-70.70409095537062 -33.42966773589503)
PJ1004,PJ1004,Radal / esq. Av. José J. Pérez,POINT(-70.70431299547369 -33.43200499917515)
PJ661,PJ661,Radal / esq. Vicuña Rozas,POINT(-70.70442684746712 -33.43572625126542)
PJ1005,PJ1005,Radal / esq. Pasaje F,POINT(-70.70361641900323 -33.43770297076255)
PJ1006,PJ1006,Radal / esq. Av.San Pablo,POINT(-70.70260899579021 -33.440050998917954)
PJ181,PJ181,Parada / Plaza Simón Bolívar,POINT(-70.69874299912048 -33.43928700193015)
PJ135,PJ135,Avenida San Pablo / esq. Cruchaga Montt,POINT(-70.69481899590731 -33.438730002863984)
PJ1731,PJ1731,Parada 7 / (M) Gruta de Lourdes,POINT(-70.69296296668605 -33.43947131404247)
PJ189,PJ189,Santo Domingo / esq. Barros Arana,POINT(-70.69596651178624 -33.43988957802696)
PJ143,PJ143,Parada / Plaza Simón Bolívar,POINT(-70.6997751720824 -33.439417894433845)
PJ190,PJ190,Parada / Radal - San Pablo,POINT(-70.70228699709511 -33.44008800311875)
PJ1063,PJ1063,Radal / esq. Martínez de Rozas,POINT(-70.70371199606393 -33.437310999565184)
PJ1760,PJ1760,Radal / esq. Andes,POINT(-70.70441726481114 -33.43537703728389)
PJ1761,PJ1761,Radal / esq. Av. José J. Pérez,POINT(-70.70426490482149 -33.43257757451399)
PJ1762,PJ1762,Radal / esq. Cónsul Poinsett,POINT(-70.7040580004264 -33.43011999930629)
PJ26,PJ26,Radal / esq. Padre Tadeo,POINT(-70.70375199600339 -33.42764999550132)
PJ27,PJ27,Radal / esq. Salvador Gutiérrez,POINT(-70.70294999859564 -33.42493876594469)
PJ1564,PJ1564,Hoevel / esq. Santiago de Uriona,POINT(-70.6996889493075 -33.4233459739246)
PJ1007,PJ1007,Santa Edelmira / esq. Estadio,POINT(-70.71184999958861 -33.41225265518057)
PJ1008,PJ1008,Santa Edelmira / esq. Brisas del Río,POINT(-70.71393888551354 -33.41162210513978)
PJ1009,PJ1009,Brisas del Río / esq. Santa Adriana,POINT(-70.71595399631195 -33.412988001807264)
PJ465,PJ465,Avenida Carrascal / esq. Pedro Gil de Castro,POINT(-70.71922599428467 -33.413228998992565)
PI400,PI400,Parada 3 / (M) Las Rejas,POINT(-70.70591091995537 -33.457587674948236)
PI1813,PI1813,Parada 7 / (M) Estación Central,POINT(-70.67871247355015 -33.45102794521285)
PA369,PA369,Parada 5 / (M) República,POINT(-70.6688868780006 -33.44839781538603)
PA370,PA370,Parada 9 / (M) Los Héroes,POINT(-70.66303999991372 -33.447145995183725)
PA338,PA338,Parada 6 / (M) La Moneda,POINT(-70.6556799946123 -33.44543899638952)
PA340,PA340,Parada 9 / (M) Santa Lucía,POINT(-70.6465005015915 -33.4431071121536)
PC147,PC147,Parada 1 / Museo de Los Tajamares,POINT(-70.63017947390945 -33.43592708749371)
PC148,PC148,Parada 1 / Parque Balmaceda,POINT(-70.62752744197138 -33.434689317872255)
PC149,PC149,Parada 1 / (M) Salvador,POINT(-70.62536694580915 -33.43277128962432)
PC150,PC150,Parada 1 / Torres de Tajamar,POINT(-70.62103452306253 -33.429833235664034)
PC151,PC151,Parada 1 / (M) Manuel Montt,POINT(-70.61780965763727 -33.42853973644599)
PC2,PC2,Parada 7 / (M) Pedro de Valdivia,POINT(-70.61590200149014 -33.426915002768986)
PC152,PC152,Parada 3 / Guardia Vieja,POINT(-70.6113357039216 -33.42418429731651)
PC153,PC153,Parada 3 / (M) Los Leones,POINT(-70.60976777905745 -33.42296265241465)
PC1329,PC1329,Parada 8 / (M) Tobalaba,POINT(-70.60444673147849 -33.41946059665872)
PC1016,PC1016,Parada 3 / (M) Tobalaba,POINT(-70.60267499494273 -33.4176309958145)
PC187,PC187,Parada 2 / Hospital Metropolitano,POINT(-70.60581999542228 -33.41912299608688)
PC188,PC188,Parada 6 / (M) Los Leones,POINT(-70.60948437749818 -33.42149931498082)
PC189,PC189,Parada 8 / (M) Pedro de Valdivia,POINT(-70.61233199503575 -33.42336299761715)
PC21,PC21,Parada 2 / (M) Pedro de Valdivia,POINT(-70.6152223287936 -33.42596193439166)
PC191,PC191,Parada 2 / Biblioteca de Providencia,POINT(-70.61696587772916 -33.42728041930662)
PC192,PC192,Parada 2 / (M) Manuel Montt,POINT(-70.62011549434462 -33.42865446653222)
PC193,PC193,Parada 2 / Torres de Tajamar,POINT(-70.62282299587818 -33.430264997347194)
PC194,PC194,Parada 2 / (M) Salvador,POINT(-70.62631815668426 -33.43326703522127)
PA343,PA343,Parada 10 / Plaza Italia,POINT(-70.63625599480358 -33.43730001025771)
PI403,PI403,Parada 8 / (M) Estación Central,POINT(-70.6807980694583 -33.45129015976725)
PI470,PI470,Parada 4 / (M) Las Rejas,POINT(-70.70654900237307 -33.45773799818284)
PA336,PA336,Parada 3 / (M) República,POINT(-70.66774948259835 -33.44808944049202)
PA366,PA366,Parada 4 / (M) Los Héroes,POINT(-70.66047200378114 -33.445791998399656)
PA705,PA705,Parada 6 / Puente Bulnes,POINT(-70.67170297698239 -33.42863081561874)
PC61,PC61,Av. Américo Vespucio / esq. Psje. Las Hualtatas,POINT(-70.58657799755628 -33.402329998791316)
PJ37,PJ37,J. Walker Martínez / esq. Avenida Carrascal,POINT(-70.69132099641784 -33.422871998788764)
PB73,PB73,Av. Apóstol Santiago / esq. Mariano La Torre,POINT(-70.69349197753353 -33.410334815444266)
PB74,PB74,Av. Apóstol Santiago / esq. Gabriela Mistral,POINT(-70.69290400466842 -33.41177900236768)
PB75,PB75,Av. Apóstol Santiago / esq. Av. Jorge Hirmas,POINT(-70.69250578310015 -33.4135881257725)
PJ36,PJ36,J. Walker Martínez / esq. Card. José Mª Caro,POINT(-70.69098399496427 -33.42104699832299)
PJ38,PJ38,Parada 3 / Salvador Gutiérrez - Walker Martínez,POINT(-70.69190899994553 -33.426423002978346)
PI169,PI169,Parada 5 / (M) Estación Central,POINT(-70.67800891954896 -33.45207965844401)
PJ49,PJ49,J. Walker Martínez / esq. Julio Verne,POINT(-70.69071075672059 -33.422385346583305)
PJ50,PJ50,J. Walker Martínez / esq. Costanera-Sur,POINT(-70.69040499800622 -33.420547996139106)
PB76,PB76,Av. Apóstol Santiago / esq. Av. Jorge Hirmas,POINT(-70.6918239964021 -33.41480300096251)
PB77,PB77,Av. Apóstol Santiago / esq. Pedro Prado,POINT(-70.69250682548075 -33.41153240864561)
PB78,PB78,Av. Apóstol Santiago / esq. Av. Dgo Santa María,POINT(-70.69329111118817 -33.40954644340594)
PA380,PA380,Parada 4 / Estación Mapocho,POINT(-70.65136999431677 -33.43256899917595)
PJ51,PJ51,Parada 3 / (M) Gruta de Lourdes,POINT(-70.69015200224474 -33.43788500319902)
PA372,PA372,Parada 8 / Plaza Italia,POINT(-70.63750311539297 -33.43826948782059)
PC202,PC202,Parada 3 / Torres de Tajamar,POINT(-70.62224593809744 -33.43020969035022)
PC1,PC1,Parada 3 / (M) Manuel Montt,POINT(-70.61936692347827 -33.42948869992532)
PC204,PC204,Parada 1 / Guardia Vieja,POINT(-70.61089314492745 -33.42381199759782)
PC205,PC205,Parada 1 / (M) Los Leones,POINT(-70.60864159687152 -33.4221844619528)
PC160,PC160,Parada 4 / (M) Escuela Militar,POINT(-70.5822330029706 -33.4134539996368)
PC161,PC161,Parada / Omnium,POINT(-70.57783500144272 -33.411985000384895)
PC162,PC162,Avenida Apoquindo / esq. Rosa O'Higgins,POINT(-70.57601499449358 -33.411482995829864)
PC163,PC163,Avenida Apoquindo / esq. Luis Zegers,POINT(-70.57345778204092 -33.410647824958104)
PC1066,PC1066,Parada 4 / (M) Manquehue,POINT(-70.5695270024961 -33.40951799521354)
PC165,PC165,Avenida Apoquindo / esq. E. Dell'Orto,POINT(-70.56356199715734 -33.407949003046575)
PC278,PC278,Avenida Las Condes / esq. Juan Montalvo,POINT(-70.56004899939698 -33.40640500202145)
PC279,PC279,Avenida Las Condes / esq. General C. Urzúa,POINT(-70.55772582269071 -33.40502452958314)
PC280,PC280,Avenida Las Condes / esq. Paul Klee,POINT(-70.55443800149165 -33.40105400228188)
PC298,PC298,Avenida Las Condes / esq. Av. Las Tranqueras,POINT(-70.55474698333529 -33.401041147961465)
PC299,PC299,Avenida Las Condes / esq. Belén,POINT(-70.55706244336807 -33.404370992582614)
PC300,PC300,Avenida Las Condes / esq. Ntra. Sra. del Rosario,POINT(-70.56047900033073 -33.40642100331717)
PC177,PC177,Parada 8 / (M) Manquehue,POINT(-70.56474094235541 -33.408027396834164)
PC178,PC178,Parada 7 / (M) Manquehue,POINT(-70.56902380671733 -33.40914304347888)
PC179,PC179,Parada 9 / (M) Manquehue,POINT(-70.57172614443893 -33.40992919400494)
PC180,PC180,Avenida Apoquindo / esq. Warren Smith,POINT(-70.57403518182744 -33.41060316289537)
PC182,PC182,Parada 9 / (M) Escuela Militar,POINT(-70.5825307516759 -33.41332665780779)
PC183,PC183,Parada / Cerro Navidad,POINT(-70.58670012263016 -33.41468520467708)
PC184,PC184,Parada 1 / (M) Alcántara,POINT(-70.58975675550671 -33.4153206946346)
PC1106,PC1106,Parada / Municipalidad de Las Condes,POINT(-70.59368876248006 -33.41611240715195)
PC185,PC185,Parada 1 / (M) El Golf,POINT(-70.59655433917288 -33.416702610471305)
PC186,PC186,Avenida Apoquindo / esq. El Bosque Norte,POINT(-70.59940994159398 -33.41742537347428)
PC270,PC270,Parada 4 / Hospital Metropolitano,POINT(-70.60550699847735 -33.418322997821235)
PC271,PC271,Parada 10 / (M) Los Leones,POINT(-70.60769599566686 -33.42045199607138)
PC301,PC301,Parada 4 / (M) Los Leones,POINT(-70.61028410911037 -33.42200135648438)
PC190,PC190,Parada 4 / (M) Pedro de Valdivia,POINT(-70.6146399956306 -33.42540799992162)
PC273,PC273,Parada 4 / (M) Manuel Montt,POINT(-70.6189810028716 -33.42817100271487)
PC274,PC274,Parada 4 / Torres de Tajamar,POINT(-70.62194124775978 -33.429672937462676)
PC1192,PC1192,Avenida Providencia / esq. Av. Eliodoro Yáñez,POINT(-70.62507460783496 -33.43209381474994)
PC276,PC276,Parada 4 / Parque Balmaceda,POINT(-70.62851600083562 -33.43478099555118)
PC277,PC277,Parada 4 / Museo de Los Tajamares,POINT(-70.63088799604544 -33.43587900042179)
PA375,PA375,Parada 2 / (M) Universidad de Chile,POINT(-70.65219088066557 -33.44391168055564)
PA377,PA377,Parada 2 / (M) Los Héroes,POINT(-70.66198047315946 -33.44616945259823)
PA378,PA378,Parada 1 / (M) Estación Central,POINT(-70.67892968482501 -33.45016811284307)
PA8,PA8,Parada 2 / Santo Domingo - Matucana,POINT(-70.67993792973549 -33.43875407875842)
PJ137,PJ137,Martínez de Rozas / esq. Patricio Lynch,POINT(-70.68125617906877 -33.43456826506147)
PJ138,PJ138,Martínez de Rozas / esq. Rivas Vicuña,POINT(-70.68362334176172 -33.43471172932006)
PJ139,PJ139,Martínez de Rozas / esq. Villasana,POINT(-70.6883628807648 -33.43497247831209)
PJ140,PJ140,Martínez de Rozas / esq. Av. Coronel Robles,POINT(-70.69197942339981 -33.435190117665684)
PJ141,PJ141,Martínez de Rozas / esq. Antonio Ebner,POINT(-70.69564067704854 -33.43552130002434)
PJ142,PJ142,Santa Genoveva / esq. Alejandro Fierro,POINT(-70.69832899816176 -33.43657400086388)
PJ183,PJ183,Santa Genoveva / esq. Av.San Pablo,POINT(-70.6979179946154 -33.43877100145216)
PJ41,PJ41,Parada 5 / (M) Gruta de Lourdes,POINT(-70.69216999441528 -33.438987997177605)
PI66,PI66,Parada 1 / Estadio USACH,POINT(-70.69204387259364 -33.451232749212366)
PC206,PC206,Parada 7 / (M) Los Leones,POINT(-70.60630058227815 -33.42021426238706)
PC586,PC586,Parada 3 / (M) Escuela Militar,POINT(-70.58156499930556 -33.41318599656014)
PC164,PC164,Parada 3 / (M) Manquehue,POINT(-70.56757695361703 -33.40901333475069)
PC166,PC166,Parada / Estadio Italiano,POINT(-70.56048599667956 -33.40756499713069)
PC167,PC167,Parada 2 / (M) Hernando de Magallanes,POINT(-70.55596899702367 -33.40803700284121)
PC168,PC168,Parada 1 / INACAP Apoquindo,POINT(-70.552193994887 -33.408528998417815)
PC137,PC137,Avenida Apoquindo / esq. Torremolino,POINT(-70.54869399994722 -33.40824599688852)
PC138,PC138,Camino El Alba / esq. Cardenal Newman,POINT(-70.54083333083528 -33.40566654091769)
PC170,PC170,Camino El Alba / esq. Av. Paul Harris,POINT(-70.53839102349922 -33.40509202734778)
PC171,PC171,Avenida Paul Harris / esq. General Blanche,POINT(-70.53737399667229 -33.40745799514022)
PC302,PC302,Avenida Paul Harris / esq. Río Guadiana,POINT(-70.53634499991368 -33.41003999669191)
PC303,PC303,Avenida Paul Harris / esq. Río Guadiana,POINT(-70.53573300227121 -33.411592001750215)
PC304,PC304,Avenida Paul Harris / esq. León Blanco,POINT(-70.53490274618068 -33.4137379573305)
PC305,PC305,Avenida Paul Harris / esq. Av. Cristóbal Colón,POINT(-70.53418700449105 -33.41581000026033)
PC311,PC311,Avenida Paul Harris / esq. León Blanco,POINT(-70.53471699625673 -33.413913997089956)
PC312,PC312,Avenida Paul Harris / esq. Río Guadiana,POINT(-70.53540500223949 -33.41210300096229)
PC313,PC313,Avenida Paul Harris / esq. Almte. Soublette,POINT(-70.53636499922236 -33.40966799752959)
PC314,PC314,Avenida Paul Harris / esq. Camino El Alba,POINT(-70.53768096182363 -33.4063388816811)
PC315,PC315,Camino El Alba / esq. Waterloo,POINT(-70.54083332085925 -33.40548876846716)
PC316,PC316,Camino El Alba / esq. Av. Padre A. Hurtado,POINT(-70.54306869258527 -33.40599990059605)
PC121,PC121,Parada 6 / (M) Los Dominicos,POINT(-70.54617484406805 -33.40788360379805)
PC122,PC122,Avenida Apoquindo / esq. Zanzíbar Pnte.,POINT(-70.54887161595296 -33.40807560265177)
PC174,PC174,Parada 2 / INACAP Apoquindo,POINT(-70.5513617990219 -33.40828388869687)
PC1105,PC1105,Parada 1 / (M) Hernando de Magallanes,POINT(-70.55417942992429 -33.40815261638943)
PC175,PC175,Avenida Apoquindo / esq. General C. Urzúa,POINT(-70.55808600050476 -33.40750900335971)
PC176,PC176,Parada / Estadio Italiano,POINT(-70.5608028022828 -33.40740280050378)
PI80,PI80,Parada 1 / (M) San Alberto Hurtado,POINT(-70.69079399676568 -33.453188998539154)
PI81,PI81,Parada 2 / Estadio USACH,POINT(-70.69126300129054 -33.451705000583196)
PI82,PI82,Av. General Velásquez / esq. El Belloto,POINT(-70.69192799899747 -33.449641000693966)
PI83,PI83,Parada / Plaza Jacarandá,POINT(-70.69192999543134 -33.44710500037112)
PI84,PI84,Av. General Velásquez / esq. Avenida Portales,POINT(-70.69176993970981 -33.44488713541363)
PA668,PA668,Parada 12 / (M) Los Héroes,POINT(-70.66014099597932 -33.44650500305167)
PD329,PD329,Parada 13 / (M) Irarrázaval,POINT(-70.6272039994617 -33.45245899994112)
PD330,PD330,Avenida Irarrázaval / esq. Matta-Oriente,POINT(-70.62350200376308 -33.45323600140089)
PD409,PD409,Parada / Plaza Los Guindos,POINT(-70.57663628107494 -33.45440090418556)
PD410,PD410,Parada 3 / (M) Plaza Egaña,POINT(-70.57114400331156 -33.45364299534136)
PD1091,PD1091,Avenida Larrain / esq. Lynch Sur,POINT(-70.5654107613296 -33.45305398516166)
PD412,PD412,Avenida Larrain / esq. Rubén Darío-Norte,POINT(-70.56236799624017 -33.452721995946675)
PD413,PD413,Parada 4 / (M) Fernando Castillo Velasco,POINT(-70.55905500209427 -33.452296995928116)
PD1634,PD1634,Parada 5 / (M) Fernando Castillo Velasco,POINT(-70.55806018585803 -33.452195312466316)
PD414,PD414,Avenida Larrain / esq. Los Maitenes,POINT(-70.55572400104478 -33.451908999975565)
PD415,PD415,Avenida Larrain / esq. Los Litres,POINT(-70.55379086651023 -33.45168504964465)
PD416,PD416,Avenida Larrain / esq. Pepe Vila,POINT(-70.55139900049868 -33.4513799994901)
PD247,PD247,Avenida Larrain / esq. El Olmo,POINT(-70.54936299726849 -33.451155003375646)
PD248,PD248,Parada / Aeródromo Tobalaba,POINT(-70.54675887648602 -33.450897842340616)
PD249,PD249,Avenida Larrain / esq. Jorge Alessandri,POINT(-70.54381626540325 -33.45121709751358)
PD417,PD417,Parada 1 / Hospital Militar,POINT(-70.54048610830374 -33.45158599341781)
PD418,PD418,Andacollo / esq. Pasaje 8,POINT(-70.53635299773028 -33.452472997377946)
PD419,PD419,Andacollo / esq. Pasaje 12,POINT(-70.53674699948128 -33.455816000707706)
PD1017,PD1017,Mamiña / esq. Quillagua,POINT(-70.53365499897339 -33.456780001367996)
PD420,PD420,Parinacota / esq. Pasaje 3,POINT(-70.5320980023523 -33.45593199725058)
PD1435,PD1435,Parinacota / esq. Avenida Larraín,POINT(-70.5316210018949 -33.45253199518656)
PD726,PD726,Parada / Club de Campo Militar,POINT(-70.5307119234374 -33.46258089374361)
PD727,PD727,Av. Las Perdices / esq. Av. José Arrieta,POINT(-70.53130199457782 -33.46516900159379)
PA171,PA171,Barón P. de Coubertin / esq. Av.Vicuña Mackenna,POINT(-70.63465549950605 -33.44022318866465)
PD428,PD428,Parada 16 / (M) Irarrázaval,POINT(-70.62772397177649 -33.45482734489363)
PD347,PD347,Parada / Matta Oriente Altura del 500,POINT(-70.62423056247037 -33.45438441427628)
PD348,PD348,Dublé Almeyda / esq. Avenida Salvador,POINT(-70.6207899790499 -33.45417738788202)
PD349,PD349,Dublé Almeyda / esq. José M. Infante,POINT(-70.61812955831519 -33.454470790087484)
PD431,PD431,Dublé Almeyda / esq. Los 3 Antonios,POINT(-70.60300400355959 -33.45593600398162)
PD433,PD433,Dublé Almeyda / esq. Los Aliaga,POINT(-70.5776600864255 -33.459734685282626)
PD434,PD434,Dublé Almeyda / esq. Av. A. Vespucio,POINT(-70.57346490297212 -33.460098063282736)
PD220,PD220,Av. Américo Vespucio / esq. Blest Gana,POINT(-70.57116900186521 -33.45576299822737)
PD435,PD435,Blest Gana / esq. Paula Jaraquemada,POINT(-70.5682678991837 -33.45558016570404)
PD436,PD436,Blest Gana / esq. Carlos Nazarit,POINT(-70.56378992080421 -33.45502320887817)
PD437,PD437,Blest Gana / esq. Julio Montebruno,POINT(-70.560108003352 -33.45462599741378)
PD438,PD438,Blest Gana / esq. Avenida Tobalaba,POINT(-70.55807524042318 -33.45433307062641)
PD738,PD738,Parada / Club de Campo Militar,POINT(-70.53056299997793 -33.46263799780955)
PD1420,PD1420,Talinay / esq. Caquena,POINT(-70.53064790865585 -33.45907748929597)
PD440,PD440,Talinay / esq. Quillagua,POINT(-70.53353610494199 -33.458918192481036)
PD441,PD441,Quillagua / esq. Mamiña,POINT(-70.53344391935649 -33.45687855092932)
PD442,PD442,Quillagua / esq. Pasaje 6,POINT(-70.53307066469723 -33.45421235670578)
PD1666,PD1666,Quillagua / esq. Castillo Velasco,POINT(-70.53280832944772 -33.452480713756685)
PD444,PD444,Avenida Larrain / esq. Andacollo,POINT(-70.53613499983827 -33.45181000280712)
PD445,PD445,Parada 2 / Hospital Militar,POINT(-70.53972000244846 -33.45145099985394)
PD299,PD299,Avenida Larrain / esq. Carlos Ossandón,POINT(-70.54314242953966 -33.4511305142526)
PD300,PD300,Parada / Aeródromo Tobalaba,POINT(-70.54630299743656 -33.45076299550459)
PD302,PD302,Avenida Larrain / esq. V. Pérez Rosales,POINT(-70.55097999724298 -33.451095002824715)
PD446,PD446,Avenida Larrain / esq. Valladolid,POINT(-70.55329599682601 -33.451426001891654)
PD447,PD447,Avenida Larrain / esq. Palmas de Mallorca,POINT(-70.5552425467788 -33.45166176820835)
PD448,PD448,Parada 2 / (M) Fernando Castillo Velasco,POINT(-70.55823200403191 -33.45201999948099)
PD449,PD449,Avenida Larrain / esq. Rubén Darío-Norte,POINT(-70.56215193895805 -33.45248538866762)
PD450,PD450,Avenida Larrain / esq. J. Carrera Nte.,POINT(-70.56687899495208 -33.45307800212874)
PD451,PD451,Parada 5 / (M) Plaza Egaña,POINT(-70.57143299759132 -33.45341199684047)
PD452,PD452,Parada / Plaza Los Guindos,POINT(-70.57555712683953 -33.45377332894727)
PA357,PA357,Avenida 10 de Julio / esq. Avenida Portugal,POINT(-70.63421224924456 -33.451535113711664)
PA358,PA358,Portugal / esq. Argomedo,POINT(-70.63475672870837 -33.44999104061011)
PA686,PA686,Portugal / esq. Santa Isabel,POINT(-70.63515046246202 -33.44842006801354)
PA359,PA359,Parada / Claustro Del 900,POINT(-70.63581549359053 -33.44621897881407)
PA360,PA360,Parada 2 / Posta Central,POINT(-70.63668889104358 -33.44471808293099)
PA361,PA361,Parada 4 / FAU Univers. de Chile,POINT(-70.63754710054593 -33.44322910544352)
PD16,PD16,Av. Pedro de Valdivia / esq. Los Olmos,POINT(-70.60598500179233 -33.478982002495414)
PD20,PD20,Av. Escuela Agrícola / esq. Vía Láctea,POINT(-70.60493799796353 -33.49055999539511)
PD21,PD21,Av. Escuela Agrícola / esq. Exequiel Fernández,POINT(-70.60202900271098 -33.49033200312161)
PD1306,PD1306,Av. Escuela Agrícola / esq. Concejo de Mieres,POINT(-70.60039299729941 -33.490294997383856)
PD70,PD70,Avenida Macul / esq. Víctor Dgo. Silva,POINT(-70.5998699957225 -33.493024000702185)
PD71,PD71,Avenida Macul / esq. Los Cisnes,POINT(-70.59857600459456 -33.496325999452466)
PD72,PD72,Avenida Macul / esq. Carab.Daniel Silva,POINT(-70.59678924468564 -33.49877542821339)
PD73,PD73,Parada / Plaza Pinto Durán,POINT(-70.59526964598999 -33.50081005016254)
PD1417,PD1417,Avenida Macul / esq. Juan XXIII,POINT(-70.5938652889419 -33.50270845625335)
PD74,PD74,Parada / Liceo Camilo Ortúzar,POINT(-70.59181421688163 -33.50549707462295)
PD75,PD75,Parada 1 / (M) Macul,POINT(-70.58986299413294 -33.50828099654747)
PE7,PE7,Parada / CESFAM La Florida,POINT(-70.58547294086833 -33.51424879487476)
PE8,PE8,Parada / Liceo Técnico La Florida,POINT(-70.58391443404031 -33.51633409261108)
PE9,PE9,Avenida La Florida / esq. Real Pontevera,POINT(-70.58256100292965 -33.51807899849363)
PE1383,PE1383,Avenida La Florida / esq. Los Cardenales,POINT(-70.58043052905995 -33.519521857918335)
PE30,PE30,Avenida La Florida / esq. Los Aralios,POINT(-70.5817869954581 -33.518376001770505)
PE31,PE31,Parada / Liceo Técnico La Florida,POINT(-70.5833650020616 -33.516548998542476)
PE32,PE32,Parada / CESFAM La Florida,POINT(-70.58521399937499 -33.51403599557832)
PD85,PD85,Parada 2 / (M) Macul,POINT(-70.58907592899918 -33.50890402380621)
PD147,PD147,Parada / Liceo Camilo Ortúzar,POINT(-70.59146100271448 -33.50563799671199)
PD87,PD87,Avenida Macul / esq. El Líbano,POINT(-70.59356889629021 -33.50279133287068)
PD148,PD148,Parada / Plaza Pinto Durán,POINT(-70.59486609647672 -33.50102176500089)
PD149,PD149,Avenida Macul / esq. Dr. A. Neghme,POINT(-70.59648297972386 -33.49880398650154)
PD88,PD88,Avenida Macul / esq. Jorge González B.,POINT(-70.5980651472535 -33.49669180647946)
PD89,PD89,Avenida Macul / esq. Víctor Dgo. Silva,POINT(-70.59964784468555 -33.49344860904972)
PD1305,PD1305,Av. Escuela Agrícola / esq. Exequiel Fernández,POINT(-70.60146899505622 -33.49018099951272)
PD37,PD37,Av. Escuela Agrícola / esq. Psje Salar De Tara,POINT(-70.60407000294916 -33.49035499654887)
PD38,PD38,Av. Pedro de Valdivia / esq. Coipué,POINT(-70.60620299719896 -33.48915699758226)
PD1637,PD1637,Av. Pedro de Valdivia / esq. Los Industriales,POINT(-70.60615648716073 -33.48711085858212)
PD39,PD39,Av. Pedro de Valdivia / esq. Quilín-Sur,POINT(-70.60610418723952 -33.485543114301834)
PD40,PD40,Av. Pedro de Valdivia / esq. Los Plátanos,POINT(-70.60597999693611 -33.48228100021507)
PD41,PD41,Av. Pedro de Valdivia / esq. Los Olmos,POINT(-70.60587892323922 -33.47941407253337)
PD42,PD42,Av. Pedro de Valdivia / esq. Los Espinos,POINT(-70.60580484547636 -33.4771919258487)
PD43,PD43,Av. Pedro de Valdivia / esq. Av. Rodrigo de Araya,POINT(-70.60624500276506 -33.474366003888825)
PD44,PD44,Parada / Velódromo,POINT(-70.60646599726292 -33.470555002776536)
PD45,PD45,Parada / Liceo C.Silva Donoso,POINT(-70.60656000477348 -33.46888999866408)
PD46,PD46,Parada / Liceo Diego Portales,POINT(-70.6064479988298 -33.46421099763413)
PD47,PD47,Parada 8 / (M) Estadio Nacional,POINT(-70.6061229949411 -33.462558997958325)
PD48,PD48,Av. Pedro de Valdivia / esq. Av. Castillo Velasco,POINT(-70.6055117215719 -33.45840605864795)
PD1626,PD1626,Parada 6 / (M) Ñuñoa,POINT(-70.60521261965938 -33.456163551351224)
PD80,PD80,Exequiel Fernández / esq. Av. Castillo Velasco,POINT(-70.59998870551611 -33.45851498168862)
PD81,PD81,Exequiel Fernández / esq. Juan Gomez Millas,POINT(-70.60016498221938 -33.461585338045595)
PD82,PD82,Exequiel Fernández / esq. Avenida Grecia,POINT(-70.60029438297406 -33.464293851761795)
PA714,PA714,Romero / esq. Chacabuco,POINT(-70.67770555103837 -33.448197102776135)
PA350,PA350,Parada 7 / (M) Universidad de Chile,POINT(-70.651770995225 -33.444414000818135)
PJ112,PJ112,Parada 7 / (M) Las Rejas,POINT(-70.70774600306727 -33.45749899832461)
PG446,PG446,Carvajal / esq. Ciencias,POINT(-70.66274249385059 -33.51560462651889)
PG447,PG447,Sergio Ceppi / esq. Colón,POINT(-70.6669918672543 -33.51559976991174)
PG448,PG448,Sergio Ceppi / esq. Nueva 1,POINT(-70.66962717568195 -33.51481393439649)
PG1592,PG1592,Quellón / esq. Locarno,POINT(-70.67153800076699 -33.51585500221057)
PG1165,PG1165,Locarno / esq. Berna,POINT(-70.66965199428363 -33.51660200176565)
PG451,PG451,Colón / esq. Zurich Sur,POINT(-70.66806599553095 -33.518117001019114)
PG452,PG452,General Freire / esq. Ciencias,POINT(-70.66424399736437 -33.51975500038596)
PG272,PG272,Av. J. J. Prieto Vial / esq. Zurich Sur,POINT(-70.67368486618086 -33.517003871740094)
PG426,PG426,Ciencias / esq. Zurich Sur,POINT(-70.66394599662776 -33.51892399836381)
PC964,PC964,Rosario Norte / esq. Cerro Colorado,POINT(-70.57575200331347 -33.40217899752487)
