id,codigo,nombre,ubicacion
PH1475,PH1475,El Parrón / esq. Janequeo,POINT(-70.67839848294176 -33.51934810130306)
PG1709,PG1709,Parada 5 / Paradero 17 Gran Avenida,POINT(-70.65765839616064 -33.51583852650443)
PG1613,PG1613,Jorge Cáceres / esq. Angamos,POINT(-70.65402900172063 -33.51657400178493)
PG1612,PG1612,Avenida María / esq. Avenida Lo Ovalle,POINT(-70.65130502953859 -33.51645597126467)
PG283,PG283,Avenida Lo Ovalle / esq. Iquique,POINT(-70.64927500042911 -33.5164649955655)
PG284,PG284,Avenida Lo Ovalle / esq. Covadonga,POINT(-70.64694497514009 -33.51693445782003)
PG285,PG285,Avenida Lo Ovalle / esq. San Francisco,POINT(-70.64484300384882 -33.51735700149943)
PG286,PG286,Avenida Lo Ovalle / esq. Alvear,POINT(-70.6421710012728 -33.51789499938573)
PG287,PG287,Avenida Lo Ovalle / esq. Rivadavia,POINT(-70.63950699590836 -33.51842499742522)
PG1723,PG1723,Parada / Paradero 17 Santa Rosa,POINT(-70.6369610016557 -33.51885499945289)
PE226,PE226,Avenida Lo Ovalle / esq. Psje. Libertador,POINT(-70.63446388359331 -33.518597100967646)
PE1351,PE1351,Avenida Lo Ovalle / esq. Los Vilos,POINT(-70.63184342271714 -33.51832118967844)
PE1350,PE1350,Avenida Lo Ovalle / esq. La Serena,POINT(-70.62809362034064 -33.517907018075775)
PE1392,PE1392,Avenida Lo Ovalle / esq. 15 Oriente,POINT(-70.62594214151834 -33.51726582724678)
PE838,PE838,Avenida Lo Ovalle / esq. Av. Las Industrias,POINT(-70.62435300172275 -33.51656499952783)
PE839,PE839,Avenida Lo Ovalle / esq. 24 Oriente,POINT(-70.62088999932696 -33.51483999877958)
PH22,PH22,Parada / Persa Departamental,POINT(-70.6184689970369 -33.50801399943424)
PH672,PH672,Av. Departamental / esq. Av.Vicuña Mackenna,POINT(-70.61589000084054 -33.50816600052104)
PE1,PE1,Parada 4 / (M) Pedrero,POINT(-70.61284423817642 -33.508375764556575)
PE2,PE2,Parada / Estadio Monumental,POINT(-70.60748148504476 -33.508631436445185)
PD904,PD904,Parada 2 / (M) Pedrero,POINT(-70.61135797991089 -33.50834099974464)
PH23,PH23,Parada / Persa Departamental,POINT(-70.61882799588066 -33.507817995278735)
PH48,PH48,Avenida Lo Ovalle / esq. Vecinal,POINT(-70.62049100055965 -33.51442394344794)
PH49,PH49,Avenida Lo Ovalle / esq. Av. Las Industrias,POINT(-70.62393567916294 -33.516127813999006)
PH241,PH241,Avenida Lo Ovalle / esq. Juan Planas,POINT(-70.63036671499466 -33.517964012865434)
PH245,PH245,Avenida Lo Ovalle / esq. Macaroff,POINT(-70.6430139962456 -33.51765099602835)
PH246,PH246,Avenida Lo Ovalle / esq. San Petersburgo,POINT(-70.64745599413254 -33.516772999372)
PH247,PH247,Avenida Lo Ovalle / esq. María,POINT(-70.6509419966942 -33.516075997665084)
PH248,PH248,Avenida Lo Ovalle / esq. Esmeralda,POINT(-70.65541100106915 -33.515197998247395)
PH249,PH249,Parada 4 / Paradero 17 Gran Avenida,POINT(-70.65773200203543 -33.51473399990043)
PB802,PB802,José Miguel Infante / esq. Toconce,POINT(-70.7183430021341 -33.406541002742635)
PB803,PB803,General Velásquez / esq. Arturo Prat,POINT(-70.71772391552564 -33.40431682911161)
PB804,PB804,General Velásquez / esq. José M. Balmaceda,POINT(-70.71807299886346 -33.40186099665688)
PB65,PB65,Av. José M.Balmaceda / esq. Los Nogales,POINT(-70.71592731541543 -33.40197157075028)
PB66,PB66,Av. José M.Balmaceda / esq. Dichato,POINT(-70.71178499703709 -33.402616002550104)
PB1824,PB1824,Parada / CESFAM Renca,POINT(-70.7101535938971 -33.40313294489859)
PB67,PB67,Nicanor Fajardo / esq. Av. Dgo Santa María,POINT(-70.70964037012448 -33.40456399280054)
PB68,PB68,Domingo Santa María / esq. Aníbal Montt,POINT(-70.70823889018956 -33.40459987616026)
PB69,PB69,Parada 4 / Plaza Renca,POINT(-70.70484226851889 -33.40512229736199)
PB70,PB70,Domingo Santa María / esq. Caupolicán,POINT(-70.69998900776382 -33.40683196929818)
PB71,PB71,Domingo Santa María / esq. Concepción,POINT(-70.69794687329424 -33.40754446771021)
PB72,PB72,Domingo Santa María / esq. Pasaje Mapocho,POINT(-70.69454999647724 -33.40868600264662)
PB805,PB805,Domingo Santa María / esq. Promoncaes,POINT(-70.6924939950087 -33.40940499594183)
PB806,PB806,Domingo Santa María / esq. Los Maquis,POINT(-70.68920999704642 -33.410505995907265)
PB807,PB807,Domingo Santa María / esq. Alberto Pepper,POINT(-70.68619999890105 -33.41151000008716)
PB808,PB808,Domingo Santa María / esq. S. Sanfuentes,POINT(-70.68322300070609 -33.41258499900745)
PB809,PB809,Domingo Santa María / esq. Pedro Nolasco V.,POINT(-70.67987782949281 -33.41372605836449)
PB376,PB376,Salomón Sack / esq. Ley 338,POINT(-70.67809499853561 -33.41440900229799)
PB377,PB377,Salomón Sack / esq. Alc. G. Domínguez,POINT(-70.67592199632898 -33.416687002120916)
PB378,PB378,Salomón Sack / esq. Enrique Soro,POINT(-70.6726290874748 -33.41882707952657)
PB379,PB379,Salomón Sack / esq. Soberanía,POINT(-70.66980699945131 -33.42007100168365)
PB380,PB380,Salomón Sack / esq. El Pino,POINT(-70.66716899648891 -33.42123600158969)
PB381,PB381,Salomón Sack / esq. Gamero,POINT(-70.66558410467512 -33.42193074472193)
PB382,PB382,Gamero / esq. Av. Fermín Vivaceta,POINT(-70.66300599580886 -33.421710000299015)
PB383,PB383,Gamero / esq. Escanilla,POINT(-70.66052195998266 -33.42132165464083)
PB384,PB384,Escanilla / esq. Colón,POINT(-70.66002100000098 -33.42268000082363)
PB385,PB385,Parada / Municipalidad de Independencia,POINT(-70.65578685152565 -33.42202803133536)
PB1970,PB1970,Parada 3 / Mall Barrio Independencia,POINT(-70.65499287482254 -33.42474394898318)
PB1969,PB1969,Parada 3 / Gral. de La.Lastra - Independencia,POINT(-70.65399921043766 -33.428008472874076)
PB159,PB159,Parada 4 / Recoleta Franciscana,POINT(-70.64763999441674 -33.43181800374687)
PB161,PB161,Parada 2 / (M) Patronato,POINT(-70.64669188588107 -33.42889705167436)
PB162,PB162,Parada / Clínica Dávila,POINT(-70.64628600023917 -33.42740600140689)
PB163,PB163,Parada 2 / Recoleta Dominica,POINT(-70.64573227060652 -33.42555889445615)
PB756,PB756,Parada 4 / (M) Cerro Blanco,POINT(-70.6451506086229 -33.42191409685726)
PB757,PB757,Santos Dumont / esq. Avenida La Paz,POINT(-70.65044009744915 -33.42125347855973)
PB387,PB387,Parada 4 / Hospital Clínico U. de Chile,POINT(-70.65548390013653 -33.42054907471882)
PB388,PB388,Gamero / esq. Cnel. Agustín López,POINT(-70.65821496287467 -33.42085470539084)
PB390,PB390,Gamero / esq. Av. Fermín Vivaceta,POINT(-70.66265099470827 -33.42153199617115)
PB391,PB391,Gamero / esq. Fidel Monje,POINT(-70.66485900012343 -33.42187199650723)
PB392,PB392,Salomón Sack / esq. La Obra,POINT(-70.66707800237815 -33.42113300085146)
PB393,PB393,Salomón Sack / esq. Soberanía,POINT(-70.66946000276734 -33.420098002433484)
PB394,PB394,Salomón Sack / esq. Enrique Soro,POINT(-70.67228700746107 -33.41884938640676)
PB395,PB395,Salomón Sack / esq. Alc. G. Domínguez,POINT(-70.67556000251426 -33.41674700366731)
PB396,PB396,Salomón Sack / esq. Dgo. Santa María,POINT(-70.67789800044426 -33.41429700056154)
PB810,PB810,Domingo Santa María / esq. Camilo Vial,POINT(-70.68040000186649 -33.413306003591224)
PB811,PB811,Domingo Santa María / esq. S. Sanfuentes,POINT(-70.68288500148016 -33.412497996318855)
PB812,PB812,Domingo Santa María / esq. Eulogio Altamirano,POINT(-70.68664699600085 -33.411198998034905)
PB813,PB813,Domingo Santa María / esq. Los Alamos,POINT(-70.68946299865894 -33.41024299646638)
PB814,PB814,Domingo Santa María / esq. Los Acacios,POINT(-70.69253799740012 -33.40919500140186)
PB79,PB79,Domingo Santa María / esq. Maruri,POINT(-70.69532899752953 -33.40824399839131)
PB80,PB80,Domingo Santa María / esq. Rivera,POINT(-70.69855199703778 -33.407150996890664)
PB81,PB81,Domingo Santa María / esq. Roquer Bravo,POINT(-70.70126271005468 -33.40632770360195)
PB82,PB82,Parada 1 / Plaza Renca,POINT(-70.70501618158302 -33.40469551025298)
PB83,PB83,Av. José M.Balmaceda / esq. Angamos,POINT(-70.70702197062936 -33.40348089413824)
PB84,PB84,Parada / CESFAM Renca,POINT(-70.70973684302538 -33.40318783883432)
PB85,PB85,Av. José M.Balmaceda / esq. I. Carrera Pinto,POINT(-70.71210806898047 -33.402423938426416)
PB815,PB815,Viña del Mar / esq. Llo Lleo,POINT(-70.7127089965536 -33.402981002623356)
PB816,PB816,Arturo Prat / esq. Francisco Errázuriz,POINT(-70.71423804098843 -33.403500071478845)
PB817,PB817,Arturo Prat / esq. Gral. Velásquez,POINT(-70.7175137928752 -33.404032076623174)
PB818,PB818,Arturo Prat / esq. Manuel Rodríguez,POINT(-70.71980299882438 -33.40430600360761)
PB64,PB64,Av. José M.Balmaceda / esq. Gral. Velásquez,POINT(-70.71830399683486 -33.40161600156586)
PB1880,PB1880,Parada 5 / Plaza Renca,POINT(-70.70627947443485 -33.404451097341905)
PJ1752,PJ1752,Costanera Sur / esq. Meza Bell,POINT(-70.70383499530111 -33.40888899993023)
PJ1753,PJ1753,Costanera Sur / esq. Miguel de Atero,POINT(-70.70163529229308 -33.41013448102089)
PJ535,PJ535,Costanera Sur / esq. Gonzalo Bulnes,POINT(-70.69840199829366 -33.412636997947054)
PJ536,PJ536,Costanera Sur / esq. Leoncio Fernández,POINT(-70.69643499849617 -33.414227999613345)
PJ1739,PJ1739,Leoncio Fernández / esq. Embajador Gómez,POINT(-70.69708379983189 -33.41575845943711)
PJ596,PJ596,Embajador Gómez / esq. Dr. José Tobias,POINT(-70.69894882711004 -33.415700252480875)
PJ2025,PJ2025,Doctor José Tobías / esq. Lazo de La Vega,POINT(-70.69939935254797 -33.412591042533364)
PJ1932,PJ1932,Costanera Sur / esq. Miguel de Atero,POINT(-70.70147326718626 -33.41019957866528)
PJ1931,PJ1931,Costanera Sur / esq. Meza Bell,POINT(-70.70419531052013 -33.408803075501666)
PB86,PB86,Av. José M.Balmaceda / esq. Claudio Matte P.,POINT(-70.71472939850548 -33.40205144300986)
PB1709,PB1709,Av. José M.Balmaceda / esq. Claudio Matte P.,POINT(-70.71692499993047 -33.4017290017772)
PC668,PC668,Nueva Bilbao / esq. Cirio,POINT(-70.53167599863531 -33.427060999562855)
PC669,PC669,Nueva Bilbao / esq. Espigas,POINT(-70.53427355612988 -33.42704419385822)
PC670,PC670,Nueva Bilbao / esq. Av. Padre A. Hurtado,POINT(-70.53821800435963 -33.42701299713478)
PC671,PC671,Av. Padre Hurtado-Sur / esq. Vía Láctea,POINT(-70.53855400466496 -33.42685399986153)
PC672,PC672,Av. Padre Hurtado-Sur / esq. Alejandro Fleming,POINT(-70.5381001316579 -33.424381218522264)
PC448,PC448,Alejandro Fleming / esq. Las Tres Marías,POINT(-70.53673199412405 -33.42382799511267)
PC449,PC449,Alejandro Fleming / esq. Espigas,POINT(-70.53445637907298 -33.42385341253497)
PC450,PC450,Alejandro Fleming / esq. Santa Zita,POINT(-70.53203941194083 -33.423976364886876)
PC478,PC478,Parada / CESFAM Aníbal Ariztía,POINT(-70.53243000323651 -33.416709995908946)
PC541,PC541,La Quebrada / esq. Av. Paul Harris,POINT(-70.53370999903412 -33.41612499942014)
PC1030,PC1030,Av. Cristóbal Colón / esq. Diaguitas,POINT(-70.5367530002429 -33.416106001921186)
PC542,PC542,Parada 2 / Parque Gandarillas,POINT(-70.53869842273434 -33.41627502252525)
PC543,PC543,Av. Cristóbal Colón / esq. Visviri,POINT(-70.54097299939362 -33.41660699978245)
PC544,PC544,Av. Cristóbal Colón / esq. Río Guadiana,POINT(-70.54493599849329 -33.41712200308863)
PC545,PC545,Av. Cristóbal Colón / esq. Imperial,POINT(-70.54690799628662 -33.41737400201433)
PC546,PC546,Av. Cristóbal Colón / esq. Guernica,POINT(-70.54914983068754 -33.41766307416583)
PC547,PC547,Parada 4 / Rotonda Atenas,POINT(-70.55211799553524 -33.41796699813613)
PC548,PC548,Av. Cristóbal Colón / esq. Piacenza,POINT(-70.5577999388127 -33.41749182549451)
PC549,PC549,Av. Cristóbal Colón / esq. H. de Magallanes,POINT(-70.56006457766674 -33.41711909044289)
PC550,PC550,Av. Cristóbal Colón / esq. Av. Manquehue-Sur,POINT(-70.56446260127017 -33.41644590241492)
PC551,PC551,Av. Cristóbal Colón / esq. Domingo Bondi,POINT(-70.56795185274375 -33.41750569727208)
PC552,PC552,Av. Cristóbal Colón / esq. Sebastián Elcano,POINT(-70.57163401226909 -33.41862937767058)
PC553,PC553,Av. Cristóbal Colón / esq. Martín A. Pinzón,POINT(-70.57610825297465 -33.42068137584478)
PC554,PC554,Av. Cristóbal Colón / esq. Av. A. Vespucio-Sur,POINT(-70.57876499455357 -33.42326100190895)
PC699,PC699,Av. Cristóbal Colón / esq. Alicante,POINT(-70.58116206780832 -33.423875423205125)
PC555,PC555,Av. Cristóbal Colón / esq. Málaga,POINT(-70.58309500196934 -33.42430400123904)
PC556,PC556,Av. Cristóbal Colón / esq. Alcántara,POINT(-70.5854542904208 -33.42484710650021)
PC557,PC557,Parada 4 / (M) Cristóbal Colón,POINT(-70.59042565721815 -33.42595932079067)
PC391,PC391,Avenida Tobalaba / esq. Martín de Zamora,POINT(-70.59278350479221 -33.42493623472191)
PC392,PC392,Avenida Tobalaba / esq. Carmen Sylva,POINT(-70.59482299540664 -33.4232840006501)
PC394,PC394,Avenida Tobalaba / esq. Avenida El Bosque,POINT(-70.59780437778865 -33.42090235295919)
PC1107,PC1107,Parada 6 / (M) Tobalaba,POINT(-70.60128021801383 -33.418355556096)
PC155,PC155,Parada 1 / (M) Tobalaba,POINT(-70.6031929487715 -33.41897330566849)
PC1216,PC1216,Tajamar / esq. Avenida Vitacura,POINT(-70.60390708286953 -33.417129230751755)
PC1227,PC1227,Nueva Tajamar / esq. Av. Andrés Bello,POINT(-70.6059263261979 -33.41631262339036)
PC1145,PC1145,El Cerro / esq. Los Conquistadores,POINT(-70.61130833383145 -33.41571098883013)
PC1125,PC1125,Parada 1 / Costanera Center,POINT(-70.60584722173664 -33.41678876234603)
PC738,PC738,Parada 4 / (M) Tobalaba,POINT(-70.6009376916912 -33.4188439130023)
PC379,PC379,Avenida Tobalaba / esq. Avenida El Bosque,POINT(-70.59853829660027 -33.420637025978365)
PC380,PC380,Avenida Tobalaba / esq. Carmen Sylva,POINT(-70.59576600012767 -33.42275800294837)
PC510,PC510,Parada 3 / (M) Cristóbal Colón,POINT(-70.59097299956308 -33.42591399888129)
PC511,PC511,Av. Cristóbal Colón / esq. Marco Polo,POINT(-70.58839600308082 -33.42566099710932)
PC512,PC512,Av. Cristóbal Colón / esq. Alcántara,POINT(-70.58589200121027 -33.425094998729136)
PC513,PC513,Av. Cristóbal Colón / esq. Málaga,POINT(-70.58344399533122 -33.42454000320228)
PC514,PC514,Av. Cristóbal Colón / esq. Flandes,POINT(-70.58163625506444 -33.42413408460322)
PC515,PC515,Av. Cristóbal Colón / esq. Av. A. Vespucio-Sur,POINT(-70.57960652606876 -33.42368708348966)
PC516,PC516,Av. Cristóbal Colón / esq. Félix de Amesti,POINT(-70.57651500067666 -33.42156900193299)
PC517,PC517,Av. Cristóbal Colón / esq. Luis Zegers,POINT(-70.57139599529349 -33.41871099817926)
PC518,PC518,Av. Cristóbal Colón / esq. Domingo Bondi,POINT(-70.56827999417644 -33.41777900053079)
PC519,PC519,Av. Cristóbal Colón / esq. Av. Manquehue-Sur,POINT(-70.56505265212479 -33.41676404198279)
PC520,PC520,Av. Cristóbal Colón / esq. H. de Magallanes,POINT(-70.56067800076536 -33.41718499967318)
PC521,PC521,Av. Cristóbal Colón / esq. Piacenza,POINT(-70.55869000004373 -33.41751899846744)
PC522,PC522,Av. Cristóbal Colón / esq. Robinson Crusoe,POINT(-70.55702599883872 -33.41778799694822)
PC1124,PC1124,Parada 5 / Rotonda Atenas,POINT(-70.5532710029731 -33.41846099713687)
PC1109,PC1109,Parada 3 / Rotonda Atenas,POINT(-70.55157566052232 -33.41818778298403)
PC523,PC523,Av. Cristóbal Colón / esq. Guernica,POINT(-70.54940999582564 -33.417840996254206)
PC524,PC524,Av. Cristóbal Colón / esq. Tordesillas,POINT(-70.5473549983134 -33.4175869976747)
PC525,PC525,Av. Cristóbal Colón / esq. Toconao,POINT(-70.54530175529301 -33.41731909960113)
PC526,PC526,Av. Cristóbal Colón / esq. Alhué,POINT(-70.54348199768994 -33.41709499562829)
PC527,PC527,Av. Cristóbal Colón / esq. Ayquina,POINT(-70.54162187425474 -33.4167757706377)
PC528,PC528,Parada 1 / Parque Gandarillas,POINT(-70.53925399966907 -33.41651999708211)
PC1143,PC1143,Av. Cristóbal Colón / esq. Los Vilos,POINT(-70.53681490422373 -33.41628382801555)
PC529,PC529,Av. Cristóbal Colón / esq. Av. Paul Harris,POINT(-70.53485555802264 -33.41624987573388)
PC306,PC306,Parada / CESFAM Aníbal Ariztía,POINT(-70.5321179679231 -33.4167875319217)
PC534,PC534,Martín de Zamora / esq. Martín de Zamora Int,POINT(-70.57973399489097 -33.421579003695314)
PC535,PC535,Martín de Zamora / esq. San Pascual,POINT(-70.57723799422284 -33.41881399990812)
PC536,PC536,Martín de Zamora / esq. Sebastián Elcano,POINT(-70.57293698126253 -33.4170991803185)
PC537,PC537,Martín de Zamora / esq. Domingo Bondi,POINT(-70.56913100291338 -33.415940002279015)
PC538,PC538,Martín de Zamora / esq. Av. Manquehue-Sur,POINT(-70.56576243587459 -33.414919028556035)
PC539,PC539,Martín de Zamora / esq. Belo Horizonte,POINT(-70.56192499498043 -33.41498499859103)
PC540,PC540,Martín de Zamora / esq. H. de Magallanes,POINT(-70.55988899977636 -33.41534599917727)
PC876,PC876,Parada 5 / (M) Escuela Militar,POINT(-70.58425299787524 -33.414338001379406)
PC58,PC58,Av. Américo Vespucio / esq. Av. Pdte. Riesco,POINT(-70.58608099438678 -33.41066499726494)
PC59,PC59,Av. Américo Vespucio / esq. Los Talaveras,POINT(-70.58706500233426 -33.40835399668576)
PC60,PC60,Av. Américo Vespucio / esq. Av. Pdte. Kennedy,POINT(-70.5860989974133 -33.40564600138901)
PC321,PC321,Parada / Av. Pdte.Kennedy Altura del 5000,POINT(-70.58122300006758 -33.402327999648776)
PC322,PC322,Parada 1 / Mall Parque Arauco,POINT(-70.57856700471805 -33.40127100020105)
PC902,PC902,Cerro Colorado / esq. Cerro Arenales,POINT(-70.5708171801026 -33.400603975643165)
PC903,PC903,Cerro Colorado / esq. Rosario Norte,POINT(-70.57448046815038 -33.40178180886978)
PC904,PC904,Cerro Colorado / esq. A. de Córdova,POINT(-70.57782886210029 -33.40317487553104)
PC905,PC905,Cerro Colorado / esq. A. de Córdova,POINT(-70.58145226841921 -33.404683432313114)
PC965,PC965,Cerro Colorado / esq. Av. A. Vespucio-Norte,POINT(-70.58602599656068 -33.406809002911764)
PC72,PC72,Av. Américo Vespucio / esq. Av. Pdte. Riesco,POINT(-70.58690489583377 -33.41027514498926)
PC73,PC73,Av. Américo Vespucio / esq. Hamlet,POINT(-70.58624583437197 -33.41161793898553)
PC906,PC906,Parada 7 / (M) Escuela Militar,POINT(-70.58513700197251 -33.41406299963151)
PC617,PC617,Parada 1 / (M) Escuela Militar,POINT(-70.58168079880875 -33.41297392190501)
PC928,PC928,Los Militares / esq. Orinoco,POINT(-70.5791520030307 -33.41083799741809)
PC929,PC929,Los Militares / esq. La Gloria,POINT(-70.57738400087028 -33.408759001528374)
PC930,PC930,Los Militares / esq. A. de Córdova,POINT(-70.57416110404853 -33.4072304291918)
PC931,PC931,Los Militares / esq. Rosario Norte,POINT(-70.57289200451466 -33.406689963885775)
PC1253,PC1253,Los Militares / esq. O'Connell,POINT(-70.56966189554258 -33.40558039605535)
PC97,PC97,Av. Manquehue Norte / esq. Av. Pdte. Riesco,POINT(-70.56940082608702 -33.40260203780152)
PC98,PC98,Av. Manquehue Norte / esq. Av. Pdte. Kennedy,POINT(-70.57030100026195 -33.400032995804985)
PC103,PC103,Av. Manquehue Norte / esq. Av. Pdte. Riesco,POINT(-70.57011000396528 -33.40140299834177)
PC104,PC104,Av. Manquehue Norte / esq. Los Militares,POINT(-70.56888000025904 -33.40492000025076)
PC181,PC181,Parada / Omnium,POINT(-70.57807534980975 -33.41187132276817)
PC952,PC952,Parada 2 / Mall Parque Arauco,POINT(-70.57906130505799 -33.40077611762379)
PC953,PC953,Av. Pdte. Kennedy / esq. Arturo Ureta,POINT(-70.58214248914089 -33.40204913231412)
PC1018,PC1018,Av. Pdte. Kennedy / esq. Av. A. Vespucio,POINT(-70.5856857537696 -33.40355082235922)
PC71,PC71,Av. Américo Vespucio / esq. Cerro Colorado,POINT(-70.58656999419479 -33.40519700260591)
PA88,PA88,Parada 7 / Mercado Central,POINT(-70.64898584761974 -33.43365308820519)
PA195,PA195,Parada 1 / Monjitas - San Antonio,POINT(-70.64866000410932 -33.436683365726886)
PA763,PA763,Parada 2 / Teatro Municipal,POINT(-70.64831083883499 -33.4388267798366)
PA91,PA91,Parada 11 / (M) Santa Lucía,POINT(-70.64788253676232 -33.44196538147405)
PA109,PA109,Parada 8 / (M) Santa Lucía,POINT(-70.64611100392254 -33.44307511108118)
PA114,PA114,Parada 2 / Huérfanos - Mac - Iver,POINT(-70.64671127402694 -33.43959817431611)
PA111,PA111,Parada 2 / Iglesia La Merced,POINT(-70.64689910067138 -33.43843205263349)
PA159,PA159,Parada 2 / Monjitas - Mac Iver,POINT(-70.6471426353691 -33.43731171573981)
PA112,PA112,Parada 2 / Casa de Los Velasco,POINT(-70.64725066930107 -33.436118074403275)
PA160,PA160,Parada 2 / Iglesia San Pedro,POINT(-70.64745643413256 -33.43474645737526)
PC503,PC503,Parada 4 / (M) Parque Bustamante,POINT(-70.6330744439712 -33.44305211135099)
PC461,PC461,Rancagua / esq. Avenida Seminario,POINT(-70.630277999148 -33.44103600072731)
PC462,PC462,Rancagua / esq. Avenida Italia,POINT(-70.62733800025622 -33.44041700176096)
PC463,PC463,Rancagua / esq. Avenida Salvador,POINT(-70.6248619997552 -33.4398969966112)
PC464,PC464,Diagonal Rancagua / esq. Av. José M. Infante,POINT(-70.62166399854813 -33.43939299741424)
PC465,PC465,Av. Francisco Bilbao / esq. Av. J. Miguel Claro,POINT(-70.6185337796354 -33.439908434574825)
PC466,PC466,Av. Francisco Bilbao / esq. Av. Antonio Varas,POINT(-70.61399623078405 -33.43921185105031)
PC467,PC467,Parada / Parque Inés de Suarez,POINT(-70.61122399704344 -33.43865900213204)
PC468,PC468,Parada 1 / (M) Inés de Suarez,POINT(-70.60679099577268 -33.4383599995808)
PC469,PC469,Av. Francisco Bilbao / esq. Av. Ricardo Lyon,POINT(-70.60402100057718 -33.43778299742438)
PC470,PC470,Av. Francisco Bilbao / esq. Avenida Los Leones,POINT(-70.60102221047121 -33.43711194896948)
PC471,PC471,Av. Francisco Bilbao / esq. Doc. Roberto del Río,POINT(-70.5979539962967 -33.43646299611781)
PC472,PC472,Av. Francisco Bilbao / esq. Hernando de Aguirre,POINT(-70.59561111183075 -33.43617624511968)
PC473,PC473,Av. Francisco Bilbao / esq. Jorge Matte Gormaz,POINT(-70.59175292524866 -33.43566570422061)
PC474,PC474,Av. Francisco Bilbao / esq. Amapolas,POINT(-70.58858699486167 -33.4351729958704)
PC475,PC475,Parada 3 / (M) Francisco Bilbao,POINT(-70.58496900243752 -33.432025995367354)
PD476,PD476,Av. Francisco Bilbao / esq. Eliécer Parada,POINT(-70.58107869278679 -33.431613413852354)
PD477,PD477,Av. Francisco Bilbao / esq. Emma Valderrama,POINT(-70.57885300481556 -33.43147300246949)
PD478,PD478,Av. Francisco Bilbao / esq. Av. A. Vespucio,POINT(-70.575107632 -33.4313375967825)
PD224,PD224,Av. Francisco Bilbao / esq. Av. S. Elcano,POINT(-70.5704319957167 -33.43121599996624)
PD479,PD479,Av. Francisco Bilbao / esq. Av. Manquehue-Sur,POINT(-70.56532100312754 -33.431074002381024)
PD480,PD480,Av. Francisco Bilbao / esq. Monseñor Edwards,POINT(-70.56023500392958 -33.430825999683336)
PD481,PD481,Parada 1 / Rotonda Tomás Moro,POINT(-70.55500494476829 -33.43058889234104)
PC129,PC129,Avenida Tomás Moro / esq. Lolco,POINT(-70.55411000137566 -33.42794999784009)
PC130,PC130,Avenida Tomás Moro / esq. Alejandro Fleming,POINT(-70.55403199953241 -33.42573700144471)
PC453,PC453,Alejandro Fleming / esq. Santa Zita,POINT(-70.53132499841017 -33.42388699507912)
PC1046,PC1046,Alejandro Fleming / esq. Totoralillo,POINT(-70.53444799483879 -33.42378400182056)
PC455,PC455,Alejandro Fleming / esq. Av. Padre A. Hurtado,POINT(-70.537692664145 -33.42368833165775)
PC1045,PC1045,Alejandro Fleming / esq. Visviri,POINT(-70.5397528776174 -33.4238362310826)
PC456,PC456,Alejandro Fleming / esq. Alhué,POINT(-70.54303299673072 -33.42423699772262)
PC457,PC457,Parada / Plaza María Luisa Bombal,POINT(-70.5459109963705 -33.42455200067877)
PC458,PC458,Parada / Clínica Cordillera,POINT(-70.54946861958945 -33.42489903894566)
PC459,PC459,Alejandro Fleming / esq. Av. Tomás Moro,POINT(-70.55338556289539 -33.42531169191281)
PC127,PC127,Avenida Tomás Moro / esq. Latadia,POINT(-70.55426499758349 -33.42709500077811)
PC128,PC128,Parada 3 / Rotonda Tomás Moro,POINT(-70.55439997000396 -33.43006629226941)
PC482,PC482,Av. Francisco Bilbao / esq. Polobanda,POINT(-70.55636999484574 -33.430445995961286)
PC483,PC483,Av. Francisco Bilbao / esq. Huara Huara,POINT(-70.55962800410049 -33.43057499609672)
PC484,PC484,Av. Francisco Bilbao / esq. Av. Manquehue-Sur,POINT(-70.56479900113963 -33.430807999925655)
PC112,PC112,Av. Francisco Bilbao / esq. Sebastian Elcano,POINT(-70.56957299823851 -33.430955998843366)
PC485,PC485,Av. Francisco Bilbao / esq. Av. A. Vespucio-Sur,POINT(-70.57401999523357 -33.4310859959367)
PC486,PC486,Av. Francisco Bilbao / esq. Latadia,POINT(-70.57827900212617 -33.43122499888318)
PC487,PC487,Av. Francisco Bilbao / esq. Alcántara,POINT(-70.5807376926756 -33.43137105419864)
PC488,PC488,Parada 6 / (M) Francisco Bilbao,POINT(-70.58545191663603 -33.432032204027266)
PC489,PC489,Av. Francisco Bilbao / esq. Amapolas,POINT(-70.58843299965578 -33.43486800131498)
PC490,PC490,Av. Francisco Bilbao / esq. Jorge Matte Gormaz,POINT(-70.59147993101834 -33.43541840765887)
PC491,PC491,Av. Francisco Bilbao / esq. Hernando de Aguirre,POINT(-70.59518715561336 -33.43590339354264)
PC492,PC492,Av. Francisco Bilbao / esq. Doc. Roberto del Río,POINT(-70.59775828048085 -33.436234035116165)
PC493,PC493,Av. Francisco Bilbao / esq. Avenida Los Leones,POINT(-70.60054272585859 -33.43679203585783)
PC494,PC494,Av. Francisco Bilbao / esq. Av. Ricardo Lyon,POINT(-70.60438881688108 -33.43771549786702)
PC495,PC495,Parada 2 / (M) Inés de Suarez,POINT(-70.607964521758 -33.438368504108446)
PC496,PC496,Parada / Parque Inés de Suarez,POINT(-70.61231999668559 -33.438666001747904)
PC497,PC497,Av. Francisco Bilbao / esq. Av. Manuel Montt,POINT(-70.61517499867641 -33.43923099572351)
PC498,PC498,Av. Francisco Bilbao / esq. Av. J. Miguel Claro,POINT(-70.6180165413477 -33.439610276463476)
