id,nombre,destino,tipo,frecuencias
506,506,Maipu,3,"[[0, 3600, 1800], [3600, 19800, 1472], [19800, 23400, 600], [19800, 27000, 1200], [23400, 28800, 540], [23400, 32400, 692], [27000, 46800, 860], [28800, 34200, 415], [32400, 43200, 771], [34200, 45000, 490], [43200, 54000, 771], [45000, 50400, 675], [46800, 64800, 750], [50400, 59400, 600], [54000, 70200, 648], [59400, 66600, 400], [64800, 75600, 771], [66600, 73800, 400], [70200, 79200, 818], [73800, 79200, 675], [75600, 79200, 900], [79200, 86400, 1028]]"
506e,506e,Peñalolen,3,"[[19800, 23400, 600], [23400, 28800, 675], [28800, 34200, 900], [59400, 66600, 900], [66600, 73800, 800], [73800, 79200, 1800]]"
506v,506v,Villa El Abrazo,3,"[[19800, 23400, 600], [19800, 27000, 1200], [23400, 28800, 490], [23400, 32400, 900], [27000, 46800, 900], [28800, 34200, 675], [32400, 43200, 830], [34200, 45000, 540], [43200, 54000, 900], [45000, 50400, 600], [46800, 64800, 900], [50400, 59400, 600], [54000, 70200, 771], [59400, 66600, 480], [64800, 75600, 900], [66600, 73800, 514], [70200, 79200, 818], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1028]]"
507,507,Av Grecia,3,"[[0, 3600, 1800], [19800, 23400, 514], [19800, 27000, 1028], [23400, 28800, 337], [23400, 32400, 692], [27000, 46800, 990], [28800, 34200, 540], [32400, 43200, 771], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 947], [50400, 59400, 473], [54000, 70200, 771], [59400, 66600, 378], [64800, 75600, 900], [66600, 73800, 480], [70200, 79200, 900], [73800, 79200, 900], [75600, 79200, 900], [79200, 86400, 1200]]"
507c,507c,(M) Parque O'Higgins,3,"[[19800, 23400, 600], [23400, 28800, 540], [28800, 34200, 600], [50400, 59400, 2250], [59400, 66600, 600], [66600, 73800, 600]]"
508,508,Av. Las Torres,3,"[[0, 3600, 1800], [3600, 19800, 1800], [19800, 23400, 600], [19800, 27000, 900], [23400, 28800, 284], [23400, 32400, 692], [27000, 46800, 942], [28800, 34200, 600], [32400, 43200, 675], [34200, 45000, 568], [43200, 54000, 720], [45000, 50400, 490], [46800, 64800, 947], [50400, 59400, 473], [54000, 70200, 704], [59400, 66600, 400], [64800, 75600, 900], [66600, 73800, 514], [70200, 79200, 818], [73800, 79200, 900], [75600, 79200, 900], [79200, 86400, 1440]]"
509,509,Mapocho,3,"[[3600, 19800, 8100], [19800, 23400, 600], [19800, 27000, 1200], [23400, 28800, 675], [23400, 32400, 1000], [27000, 46800, 1164], [28800, 34200, 675], [32400, 43200, 981], [34200, 45000, 900], [43200, 54000, 981], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 692], [54000, 70200, 1080], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 800], [70200, 79200, 1125], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 2400]]"
510,510,Rio Claro,3,"[[19800, 23400, 720], [19800, 27000, 1028], [23400, 28800, 540], [23400, 32400, 750], [27000, 46800, 990], [28800, 34200, 675], [32400, 43200, 771], [34200, 45000, 771], [43200, 54000, 830], [45000, 50400, 771], [46800, 64800, 947], [50400, 59400, 642], [54000, 70200, 810], [59400, 66600, 654], [64800, 75600, 900], [66600, 73800, 720], [70200, 79200, 1000], [73800, 79200, 771], [75600, 79200, 900], [79200, 86400, 1200]]"
511,511,Peñalolen,3,"[[0, 3600, 1800], [19800, 23400, 900], [19800, 27000, 900], [23400, 28800, 675], [23400, 32400, 692], [27000, 46800, 792], [28800, 34200, 675], [32400, 43200, 771], [34200, 45000, 720], [43200, 54000, 720], [45000, 50400, 675], [46800, 64800, 782], [50400, 59400, 692], [54000, 70200, 736], [59400, 66600, 654], [64800, 75600, 900], [66600, 73800, 800], [70200, 79200, 818], [73800, 79200, 771], [75600, 79200, 900], [79200, 86400, 1200]]"
513,513,Jose Arrieta,3,"[[0, 3600, 1200], [3600, 19800, 1800], [19800, 23400, 514], [19800, 27000, 900], [23400, 28800, 540], [23400, 32400, 1000], [27000, 46800, 942], [28800, 34200, 600], [32400, 43200, 981], [34200, 45000, 600], [43200, 54000, 830], [45000, 50400, 600], [46800, 64800, 947], [50400, 59400, 600], [54000, 70200, 952], [59400, 66600, 450], [64800, 75600, 1080], [66600, 73800, 600], [70200, 79200, 900], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1028]]"
514,514,Enea,3,"[[19800, 23400, 720], [19800, 27000, 1028], [23400, 28800, 490], [23400, 32400, 692], [27000, 46800, 990], [28800, 34200, 600], [32400, 43200, 771], [34200, 45000, 771], [43200, 54000, 771], [45000, 50400, 771], [46800, 64800, 900], [50400, 59400, 500], [54000, 70200, 810], [59400, 66600, 553], [64800, 75600, 981], [66600, 73800, 720], [70200, 79200, 1000], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1028]]"
514c,514c,San Luis De Macul,3,"[[59400, 66600, 600], [66600, 73800, 720], [73800, 79200, 1350]]"
516,516,Las Parcelas,3,"[[0, 3600, 1800], [3600, 19800, 1350], [19800, 23400, 240], [19800, 27000, 720], [23400, 28800, 245], [23400, 32400, 642], [27000, 46800, 733], [28800, 34200, 415], [32400, 43200, 720], [34200, 45000, 469], [43200, 54000, 771], [45000, 50400, 450], [46800, 64800, 750], [50400, 59400, 321], [54000, 70200, 736], [59400, 66600, 300], [64800, 75600, 900], [66600, 73800, 400], [70200, 79200, 900], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 900]]"
517,517,Peñalolén,3,"[[19800, 23400, 1800], [19800, 27000, 3600], [23400, 28800, 675], [23400, 32400, 818], [27000, 46800, 1164], [28800, 34200, 900], [32400, 43200, 981], [34200, 45000, 900], [43200, 54000, 1080], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 818], [54000, 70200, 1157], [59400, 66600, 654], [64800, 75600, 1349], [66600, 73800, 900], [70200, 79200, 1800], [73800, 79200, 1800], [75600, 79200, 1800], [79200, 86400, 3600]]"
518,518,Bilbao,3,"[[0, 3600, 1800], [3600, 19800, 1620], [19800, 23400, 600], [19800, 27000, 900], [23400, 28800, 317], [23400, 32400, 692], [27000, 46800, 942], [28800, 34200, 540], [32400, 43200, 771], [34200, 45000, 771], [43200, 54000, 771], [45000, 50400, 600], [46800, 64800, 900], [50400, 59400, 500], [54000, 70200, 810], [59400, 66600, 514], [64800, 75600, 981], [66600, 73800, 654], [70200, 79200, 1125], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1028]]"
519,519,(M) Pajaritos,3,"[[19800, 23400, 600], [19800, 27000, 1800], [23400, 28800, 415], [23400, 32400, 1000], [27000, 46800, 1100], [28800, 34200, 675], [32400, 43200, 900], [34200, 45000, 771], [43200, 54000, 981], [45000, 50400, 675], [46800, 64800, 1200], [50400, 59400, 562], [54000, 70200, 952], [59400, 66600, 553], [64800, 75600, 1200], [66600, 73800, 600], [70200, 79200, 1800], [73800, 79200, 1080]]"
541N,541n,Colon,3,"[[0, 3600, 1800], [3600, 19800, 1800]]"
542,542,Cantagallo,3,"[[19800, 23400, 900], [23400, 28800, 900], [23400, 32400, 1125], [27000, 46800, 1100], [28800, 34200, 900], [32400, 43200, 1080], [34200, 45000, 900], [43200, 54000, 1200], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 900], [54000, 70200, 1157], [59400, 66600, 900], [64800, 75600, 1800], [66600, 73800, 1028], [70200, 79200, 4500]]"
546e,546e,Vitacura,3,"[[19800, 23400, 900], [23400, 28800, 1080], [28800, 34200, 2700]]"
712,712,La Piramide,3,"[[0, 3600, 1800], [3600, 19800, 952], [19800, 23400, 450], [19800, 27000, 900], [23400, 28800, 450], [23400, 32400, 562], [27000, 46800, 707], [28800, 34200, 540], [32400, 43200, 675], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 720], [50400, 59400, 600], [54000, 70200, 736], [59400, 66600, 654], [64800, 75600, 830], [66600, 73800, 654], [70200, 79200, 1000], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1440]]"
722,722,Av. Colon,3,"[[3600, 19800, 4050], [19800, 23400, 514], [19800, 27000, 1028], [23400, 28800, 540], [23400, 32400, 600], [27000, 46800, 733], [28800, 34200, 600], [32400, 43200, 720], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 720], [50400, 59400, 600], [54000, 70200, 771], [59400, 66600, 720], [64800, 75600, 900], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1440]]"
B01,B01,© Huamachuco - El Salto,3,"[[0, 3600, 1800], [19800, 23400, 720], [19800, 27000, 1440], [23400, 28800, 600], [23400, 32400, 1000], [27000, 46800, 1042], [28800, 34200, 771], [32400, 43200, 830], [34200, 45000, 900], [43200, 54000, 771], [45000, 50400, 900], [46800, 64800, 1125], [50400, 59400, 750], [54000, 70200, 952], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 800], [70200, 79200, 1285], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1028]]"
B02,B02,© El Barrero - Centro,3,"[[19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 771], [23400, 32400, 750], [27000, 46800, 1164], [28800, 34200, 900], [32400, 43200, 720], [34200, 45000, 720], [43200, 54000, 981], [45000, 50400, 771], [46800, 64800, 1200], [50400, 59400, 900], [54000, 70200, 1157], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 900], [70200, 79200, 1285], [73800, 79200, 900], [75600, 79200, 1800], [79200, 86400, 3600]]"
B02N,B02n,© El Barrero - Plaza Italia,3,"[[0, 3600, 1800], [3600, 19800, 1800], [79200, 86400, 1800]]"
B03,B03,© Miraflores - (M) Cerro Blanco,3,"[[3600, 19800, 5400], [19800, 23400, 514], [19800, 27000, 1028], [23400, 28800, 490], [23400, 32400, 600], [27000, 46800, 761], [28800, 34200, 490], [32400, 43200, 635], [34200, 45000, 514], [43200, 54000, 635], [45000, 50400, 675], [46800, 64800, 900], [50400, 59400, 500], [54000, 70200, 771], [59400, 66600, 600], [64800, 75600, 830], [66600, 73800, 600], [70200, 79200, 1285], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1200]]"
B04,B04,© (M) Los Libertadores - Mapocho,3,"[[3600, 19800, 8100], [19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 900], [23400, 32400, 818], [27000, 46800, 1164], [28800, 34200, 771], [32400, 43200, 830], [34200, 45000, 720], [43200, 54000, 981], [45000, 50400, 771], [46800, 64800, 1200], [50400, 59400, 750], [54000, 70200, 1157], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 771], [75600, 79200, 1800], [79200, 86400, 1200]]"
B09,B09,© Lo Boza - Lo Franco,3,"[[3600, 19800, 8100], [19800, 23400, 900], [19800, 27000, 1800], [23400, 28800, 900], [23400, 32400, 1000], [27000, 46800, 1800], [28800, 34200, 1349], [32400, 43200, 900], [34200, 45000, 1200], [43200, 54000, 1800], [45000, 50400, 1080], [46800, 64800, 1800], [50400, 59400, 1285], [54000, 70200, 1800], [59400, 66600, 900], [64800, 75600, 1800], [66600, 73800, 800], [70200, 79200, 1500], [73800, 79200, 1080], [75600, 79200, 1800], [79200, 86400, 1800]]"
B10,B10,© Santa Marta Huechuraba - (M) Cerro Blanco,3,"[[19800, 23400, 720], [19800, 27000, 1440], [23400, 28800, 771], [23400, 32400, 750], [27000, 46800, 1100], [28800, 34200, 771], [32400, 43200, 720], [34200, 45000, 771], [43200, 54000, 900], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 750], [54000, 70200, 1157], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 1080], [75600, 79200, 1200], [79200, 86400, 1200]]"
B11,B11,Lo Marcoleta,3,"[[19800, 23400, 1200], [19800, 27000, 1800], [23400, 28800, 771], [23400, 32400, 1125], [27000, 46800, 1164], [28800, 34200, 771], [32400, 43200, 981], [34200, 45000, 771], [43200, 54000, 981], [45000, 50400, 675], [46800, 64800, 1200], [50400, 59400, 750], [54000, 70200, 1157], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 800], [70200, 79200, 1285], [73800, 79200, 1080], [75600, 79200, 1200], [79200, 86400, 2400]]"
B14,B14,© El Salto - Mapocho,3,"[[3600, 19800, 4050], [19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 600], [23400, 32400, 1000], [27000, 46800, 1042], [28800, 34200, 675], [32400, 43200, 720], [34200, 45000, 720], [43200, 54000, 771], [45000, 50400, 771], [46800, 64800, 1125], [50400, 59400, 692], [54000, 70200, 1157], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1200]]"
B15,B15,© El Salto - Plaza Italia,3,"[[3600, 19800, 16200], [19800, 23400, 1200], [19800, 27000, 1440], [23400, 28800, 675], [23400, 32400, 1125], [27000, 46800, 1164], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 720], [43200, 54000, 900], [45000, 50400, 675], [46800, 64800, 1200], [50400, 59400, 750], [54000, 70200, 1080], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 1080], [75600, 79200, 1200], [79200, 86400, 1800]]"
B17,B17,© Huamachuco - Av. Arzobispo Valdivieso,3,"[[3600, 19800, 16200], [19800, 23400, 900], [19800, 27000, 1440], [23400, 28800, 675], [23400, 32400, 1000], [27000, 46800, 1164], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 720], [43200, 54000, 981], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 750], [54000, 70200, 1157], [59400, 66600, 800], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1200]]"
B20,B20,© Miraflores - Mapocho,3,"[[19800, 23400, 720], [19800, 27000, 1440], [23400, 28800, 675], [23400, 32400, 750], [27000, 46800, 1164], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 900], [43200, 54000, 981], [45000, 50400, 675], [46800, 64800, 1200], [50400, 59400, 900], [54000, 70200, 1246], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1500], [73800, 79200, 900], [75600, 79200, 1800], [79200, 86400, 2400]]"
B21,B21,Plaza Chacabuco,3,"[[3600, 19800, 16200], [19800, 23400, 900], [19800, 27000, 1200], [23400, 28800, 675], [23400, 32400, 1125], [27000, 46800, 1237], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 771], [43200, 54000, 900], [45000, 50400, 675], [46800, 64800, 1200], [50400, 59400, 750], [54000, 70200, 1080], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 2400]]"
B24,B24,© Huamachuco - Centro,3,"[[19800, 23400, 720], [19800, 27000, 1440], [23400, 28800, 675], [23400, 32400, 818], [27000, 46800, 1042], [28800, 34200, 771], [32400, 43200, 771], [34200, 45000, 900], [43200, 54000, 981], [45000, 50400, 900], [46800, 64800, 1058], [50400, 59400, 692], [54000, 70200, 1246], [59400, 66600, 600], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1125], [73800, 79200, 771], [75600, 79200, 1800], [79200, 86400, 2400]]"
B25,B25,© (M) Vespucio Norte - (M) Cerro Blanco,3,"[[3600, 19800, 16200], [19800, 23400, 1200], [19800, 27000, 1440], [23400, 28800, 1080], [23400, 32400, 1000], [27000, 46800, 1164], [28800, 34200, 900], [32400, 43200, 1080], [34200, 45000, 900], [43200, 54000, 1200], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 750], [54000, 70200, 1157], [59400, 66600, 900], [64800, 75600, 1200], [66600, 73800, 900], [70200, 79200, 1285], [73800, 79200, 1080], [75600, 79200, 1200], [79200, 86400, 1200]]"
B26,B26,© (M) Los Libertadores - (M) Estacion Central,3,"[[3600, 19800, 4050], [19800, 23400, 600], [19800, 27000, 1200], [23400, 28800, 540], [23400, 32400, 900], [27000, 46800, 1042], [28800, 34200, 600], [32400, 43200, 720], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 1000], [50400, 59400, 600], [54000, 70200, 1012], [59400, 66600, 600], [64800, 75600, 1200], [66600, 73800, 654], [70200, 79200, 1285], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1028]]"
B27,B27,(M) Salvador,3,"[[19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 600], [23400, 32400, 750], [27000, 46800, 1042], [28800, 34200, 675], [32400, 43200, 720], [34200, 45000, 720], [43200, 54000, 900], [45000, 50400, 675], [46800, 64800, 1058], [50400, 59400, 750], [54000, 70200, 1157], [59400, 66600, 600], [64800, 75600, 1200], [66600, 73800, 654], [70200, 79200, 1125], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1200]]"
B28,B28,© Huamachuco - (M) Estacion Central,3,"[[19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 675], [23400, 32400, 818], [27000, 46800, 1164], [28800, 34200, 771], [32400, 43200, 771], [34200, 45000, 771], [43200, 54000, 1200], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 900], [54000, 70200, 1157], [59400, 66600, 800], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1028]]"
B29,B29,© Miraflores - Mapocho,3,"[[3600, 19800, 8100], [19800, 23400, 600], [19800, 27000, 1200], [23400, 28800, 490], [23400, 32400, 642], [27000, 46800, 825], [28800, 34200, 675], [32400, 43200, 675], [34200, 45000, 771], [43200, 54000, 771], [45000, 50400, 771], [46800, 64800, 857], [50400, 59400, 692], [54000, 70200, 1157], [59400, 66600, 600], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1440]]"
B30N,B30n,© Renca - Centro,3,"[[0, 3600, 900], [3600, 19800, 1620], [19800, 23400, 1800], [19800, 27000, 1800], [23400, 32400, 9000], [27000, 46800, 19800], [79200, 86400, 1440]]"
B31N,B31n,Centro,3,"[[0, 3600, 1800], [3600, 19800, 1800], [19800, 23400, 1800], [19800, 27000, 1800], [23400, 32400, 9000], [27000, 46800, 19800], [79200, 86400, 2400]]"
B38,B38,© Hospital Felix Bulnes - Huamachuco,3,"[[19800, 23400, 1800], [19800, 27000, 2400], [23400, 28800, 1800], [23400, 32400, 1800], [27000, 46800, 1800], [28800, 34200, 1800], [32400, 43200, 1800], [34200, 45000, 1800], [43200, 54000, 1800], [45000, 50400, 1800], [46800, 64800, 1800], [50400, 59400, 1800], [54000, 70200, 1800], [59400, 66600, 1800], [64800, 75600, 1800], [66600, 73800, 1800], [70200, 79200, 1800], [73800, 79200, 1800], [75600, 79200, 1800]]"
B41,B41,© Mall Plaza Norte - (M) Cerro Blanco,3,"[[19800, 23400, 600], [19800, 27000, 1200], [23400, 28800, 600], [23400, 32400, 750], [27000, 46800, 860], [28800, 34200, 675], [32400, 43200, 720], [34200, 45000, 720], [43200, 54000, 720], [45000, 50400, 900], [46800, 64800, 900], [50400, 59400, 692], [54000, 70200, 771], [59400, 66600, 600], [64800, 75600, 900], [66600, 73800, 600], [70200, 79200, 900], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1440]]"
C01,C01,(M) Francisco Bilbao,3,"[[0, 3600, 1800], [19800, 23400, 720], [19800, 27000, 900], [23400, 28800, 490], [23400, 32400, 529], [27000, 46800, 707], [28800, 34200, 490], [32400, 43200, 514], [34200, 45000, 514], [43200, 54000, 514], [45000, 50400, 540], [46800, 64800, 600], [50400, 59400, 473], [54000, 70200, 522], [59400, 66600, 423], [64800, 75600, 540], [66600, 73800, 480], [70200, 79200, 692], [73800, 79200, 600], [75600, 79200, 600], [79200, 86400, 900]]"
C01c,C01c,Plaza San Enrique,3,"[[19800, 23400, 900], [19800, 27000, 1028], [23400, 28800, 300], [23400, 32400, 500], [27000, 46800, 660], [28800, 34200, 360], [32400, 43200, 540], [34200, 45000, 450], [43200, 54000, 514], [45000, 50400, 450], [46800, 64800, 720], [50400, 59400, 450], [54000, 70200, 648], [59400, 66600, 450], [64800, 75600, 720], [66600, 73800, 553], [70200, 79200, 1000], [73800, 79200, 540], [75600, 79200, 1200], [79200, 86400, 1028]]"
C02,C02,© San Carlos De Apoquindo - (M) Escuela Militar,3,"[[0, 3600, 1800], [3600, 19800, 1620], [19800, 23400, 720], [19800, 27000, 1440], [23400, 28800, 450], [23400, 32400, 692], [27000, 46800, 761], [28800, 34200, 450], [32400, 43200, 720], [34200, 45000, 568], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 750], [50400, 59400, 529], [54000, 70200, 736], [59400, 66600, 480], [64800, 75600, 981], [66600, 73800, 654], [70200, 79200, 818], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1028]]"
C02c,C02c,(M) Los Dominicos,3,"[[19800, 27000, 3600], [23400, 28800, 360], [23400, 32400, 562], [27000, 46800, 1100], [28800, 34200, 317], [32400, 43200, 635], [34200, 45000, 450], [43200, 54000, 720], [45000, 50400, 490], [46800, 64800, 947], [50400, 59400, 428], [54000, 70200, 704], [59400, 66600, 288], [64800, 75600, 1200], [66600, 73800, 360], [70200, 79200, 1000], [73800, 79200, 1080], [75600, 79200, 1200], [79200, 86400, 2400]]"
C03,C03,© (M) Tobalaba - Vital Apoquindo,3,"[[0, 3600, 3600], [19800, 23400, 600], [19800, 27000, 1440], [23400, 28800, 600], [23400, 32400, 642], [27000, 46800, 900], [28800, 34200, 540], [32400, 43200, 600], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 900], [50400, 59400, 600], [54000, 70200, 704], [59400, 66600, 553], [64800, 75600, 900], [66600, 73800, 720], [70200, 79200, 1000], [73800, 79200, 675], [75600, 79200, 900], [79200, 86400, 1200]]"
C03c,C03c,Lo Gallo,3,"[[23400, 28800, 675], [28800, 34200, 600], [59400, 66600, 1440], [66600, 73800, 720]]"
C05,C05,La Ermita,3,"[[19800, 23400, 600], [19800, 27000, 3600], [23400, 28800, 540], [23400, 32400, 750], [27000, 46800, 990], [28800, 34200, 490], [32400, 43200, 830], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 900], [50400, 59400, 750], [54000, 70200, 952], [59400, 66600, 553], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1440]]"
C06,C06,Ciudad Empresarial,3,"[[19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 450], [23400, 32400, 1125], [27000, 46800, 1164], [28800, 34200, 600], [32400, 43200, 900], [34200, 45000, 675], [43200, 54000, 1080], [45000, 50400, 600], [46800, 64800, 1200], [50400, 59400, 600], [54000, 70200, 1157], [59400, 66600, 553], [64800, 75600, 1200], [66600, 73800, 600], [70200, 79200, 1125], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1800]]"
C07,C07,La Piramide,3,"[[19800, 23400, 600], [19800, 27000, 2400], [23400, 28800, 415], [23400, 32400, 562], [27000, 46800, 1100], [28800, 34200, 385], [32400, 43200, 635], [34200, 45000, 415], [43200, 54000, 600], [45000, 50400, 540], [46800, 64800, 900], [50400, 59400, 562], [54000, 70200, 648], [59400, 66600, 514], [64800, 75600, 1080], [66600, 73800, 654], [70200, 79200, 1000], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1440]]"
C09,C09,© La Dehesa - (M) Los Dominicos,3,"[[3600, 19800, 5400], [19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 771], [23400, 32400, 750], [27000, 46800, 1164], [28800, 34200, 675], [32400, 43200, 830], [34200, 45000, 600], [43200, 54000, 830], [45000, 50400, 600], [46800, 64800, 1125], [50400, 59400, 600], [54000, 70200, 810], [59400, 66600, 654], [64800, 75600, 900], [66600, 73800, 654], [70200, 79200, 1285], [73800, 79200, 771], [75600, 79200, 900], [79200, 86400, 1440]]"
C09c,C09c,© San Carlos De Apoquindo - (M) Los Dominicos,3,"[[19800, 23400, 600], [23400, 28800, 450], [23400, 32400, 750], [28800, 34200, 1080], [32400, 43200, 1800], [59400, 66600, 480], [66600, 73800, 600]]"
C11,C11,© (M) Escuela Militar - Tabancura,3,"[[19800, 23400, 720], [19800, 27000, 2400], [23400, 28800, 450], [23400, 32400, 562], [27000, 46800, 761], [28800, 34200, 490], [32400, 43200, 568], [34200, 45000, 540], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 857], [50400, 59400, 600], [54000, 70200, 810], [59400, 66600, 480], [64800, 75600, 1080], [66600, 73800, 514], [70200, 79200, 1000], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1200]]"
C13,C13,© Vital Apoquindo - Parque Del Sol,3,"[[19800, 23400, 1200], [19800, 27000, 1800], [23400, 28800, 600], [23400, 32400, 750], [27000, 46800, 1320], [28800, 34200, 675], [32400, 43200, 900], [34200, 45000, 771], [43200, 54000, 981], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 818], [54000, 70200, 1080], [59400, 66600, 720], [64800, 75600, 1080], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 1080], [75600, 79200, 1800], [79200, 86400, 1800]]"
C14,C14,Los Trapenses,3,"[[19800, 23400, 600], [19800, 27000, 900], [23400, 28800, 284], [23400, 32400, 360], [27000, 46800, 618], [28800, 34200, 300], [32400, 43200, 385], [34200, 45000, 385], [43200, 54000, 450], [45000, 50400, 415], [46800, 64800, 720], [50400, 59400, 409], [54000, 70200, 462], [59400, 66600, 423], [64800, 75600, 540], [66600, 73800, 450], [70200, 79200, 818], [73800, 79200, 600], [75600, 79200, 600], [79200, 86400, 1028]]"
C15,C15,© (M) Escuela Militar - Estoril,3,"[[19800, 23400, 1200], [19800, 27000, 2400], [23400, 28800, 490], [23400, 32400, 562], [27000, 46800, 825], [28800, 34200, 540], [32400, 43200, 568], [34200, 45000, 600], [43200, 54000, 900], [45000, 50400, 600], [46800, 64800, 1200], [50400, 59400, 642], [54000, 70200, 1157], [59400, 66600, 600], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1125], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1440]]"
C16,C16,El Huinganal,3,"[[19800, 23400, 720], [19800, 27000, 1800], [23400, 28800, 540], [23400, 32400, 562], [27000, 46800, 825], [28800, 34200, 490], [32400, 43200, 568], [34200, 45000, 600], [43200, 54000, 675], [45000, 50400, 600], [46800, 64800, 720], [50400, 59400, 562], [54000, 70200, 704], [59400, 66600, 600], [64800, 75600, 675], [66600, 73800, 600], [70200, 79200, 900], [73800, 79200, 600], [75600, 79200, 900], [79200, 86400, 1440]]"
C18,C18,(M) Escuela Militar,3,"[[19800, 23400, 514], [19800, 27000, 1440], [23400, 28800, 600], [23400, 32400, 600], [27000, 46800, 1100], [28800, 34200, 540], [32400, 43200, 720], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 540], [46800, 64800, 1000], [50400, 59400, 500], [54000, 70200, 852], [59400, 66600, 514], [64800, 75600, 1200], [66600, 73800, 600], [70200, 79200, 1285], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1800]]"
