id,nombre,destino,tipo,frecuencias
244,244,Hospital Eloisa Diaz,3,"[[19800, 23400, 900], [19800, 27000, 1200], [23400, 28800, 900], [23400, 32400, 1125], [27000, 46800, 1164], [28800, 34200, 1080], [32400, 43200, 1200], [34200, 45000, 1200], [43200, 54000, 1200], [45000, 50400, 1080], [46800, 64800, 1200], [50400, 59400, 1285], [54000, 70200, 1246], [59400, 66600, 900], [64800, 75600, 1200], [66600, 73800, 900], [70200, 79200, 1125], [73800, 79200, 1349], [75600, 79200, 1200], [79200, 86400, 2400]]"
262N,262n,Villa España,3,"[[0, 3600, 1200], [3600, 19800, 1800]]"
264N,264n,Santo Tomas,3,"[[0, 3600, 1200], [3600, 19800, 1800]]"
271,271,San Bernardo,3,"[[19800, 23400, 1200], [23400, 28800, 490], [28800, 34200, 600], [34200, 45000, 600], [45000, 50400, 600], [50400, 59400, 900], [59400, 66600, 720], [66600, 73800, 600], [73800, 79200, 600], [79200, 86400, 1800]]"
286,286,La Pintana,3,"[[0, 3600, 1800], [19800, 23400, 1800], [19800, 27000, 1800], [23400, 28800, 600], [23400, 32400, 692], [27000, 46800, 860], [28800, 34200, 600], [32400, 43200, 720], [34200, 45000, 635], [43200, 54000, 720], [45000, 50400, 771], [46800, 64800, 900], [50400, 59400, 600], [54000, 70200, 900], [59400, 66600, 514], [64800, 75600, 900], [66600, 73800, 514], [70200, 79200, 900], [73800, 79200, 600], [75600, 79200, 900], [79200, 86400, 900]]"
301,301,Juan Antonio Rios,3,"[[0, 3600, 1200], [3600, 19800, 900], [19800, 23400, 225], [19800, 27000, 720], [23400, 28800, 245], [23400, 32400, 391], [27000, 46800, 707], [28800, 34200, 284], [32400, 43200, 514], [34200, 45000, 327], [43200, 54000, 540], [45000, 50400, 337], [46800, 64800, 720], [50400, 59400, 300], [54000, 70200, 704], [59400, 66600, 300], [64800, 75600, 720], [66600, 73800, 300], [70200, 79200, 642], [73800, 79200, 317], [75600, 79200, 720], [79200, 86400, 514]]"
302,302,La Pintana,3,"[[19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 600], [23400, 32400, 818], [27000, 46800, 900], [28800, 34200, 600], [32400, 43200, 900], [34200, 45000, 720], [43200, 54000, 830], [45000, 50400, 771], [46800, 64800, 900], [50400, 59400, 600], [54000, 70200, 704], [59400, 66600, 600], [64800, 75600, 900], [66600, 73800, 600], [70200, 79200, 818], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 900]]"
302N,302n,Alameda,3,"[[0, 3600, 1800], [3600, 19800, 1800]]"
303,303,Quilicura,3,"[[0, 3600, 1800], [3600, 19800, 1800], [19800, 23400, 720], [19800, 27000, 1200], [23400, 28800, 360], [23400, 32400, 692], [27000, 46800, 900], [28800, 34200, 490], [32400, 43200, 720], [34200, 45000, 720], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 900], [50400, 59400, 600], [54000, 70200, 771], [59400, 66600, 360], [64800, 75600, 900], [66600, 73800, 480], [70200, 79200, 900], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 800]]"
306,306,Juan Antonio Rios,3,"[[19800, 23400, 900], [19800, 27000, 1440], [23400, 28800, 450], [23400, 32400, 692], [27000, 46800, 1237], [28800, 34200, 540], [32400, 43200, 720], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 1200], [50400, 59400, 600], [54000, 70200, 736], [59400, 66600, 514], [64800, 75600, 1200], [66600, 73800, 450], [70200, 79200, 692], [73800, 79200, 600], [75600, 79200, 1200], [79200, 86400, 1028]]"
307,307,Plaza Italia,3,"[[3600, 19800, 5400], [19800, 23400, 400], [19800, 27000, 1200], [23400, 28800, 385], [23400, 32400, 818], [27000, 46800, 860], [28800, 34200, 600], [32400, 43200, 900], [34200, 45000, 720], [43200, 54000, 900], [45000, 50400, 490], [46800, 64800, 1000], [50400, 59400, 500], [54000, 70200, 900], [59400, 66600, 360], [64800, 75600, 981], [66600, 73800, 360], [70200, 79200, 900], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 900]]"
307e,307e,(M) Santa Lucia,3,"[[3600, 19800, 5400], [19800, 23400, 600], [23400, 28800, 540], [28800, 34200, 771], [59400, 66600, 720], [66600, 73800, 514], [73800, 79200, 1350]]"
308,308,Mapocho,3,"[[3600, 19800, 5400], [19800, 23400, 450], [19800, 27000, 800], [23400, 28800, 450], [23400, 32400, 818], [27000, 46800, 900], [28800, 34200, 450], [32400, 43200, 771], [34200, 45000, 600], [43200, 54000, 771], [45000, 50400, 675], [46800, 64800, 900], [50400, 59400, 692], [54000, 70200, 771], [59400, 66600, 450], [64800, 75600, 900], [66600, 73800, 654], [70200, 79200, 900], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1028]]"
313e,313e,Quilicura,3,"[[19800, 23400, 3600], [23400, 28800, 600], [28800, 34200, 900], [59400, 66600, 1028], [66600, 73800, 514], [73800, 79200, 1350]]"
314,314,Plaza Italia,3,"[[3600, 19800, 5400], [19800, 23400, 514], [19800, 27000, 1200], [23400, 28800, 490], [23400, 32400, 818], [27000, 46800, 860], [28800, 34200, 540], [32400, 43200, 771], [34200, 45000, 600], [43200, 54000, 675], [45000, 50400, 900], [46800, 64800, 900], [50400, 59400, 692], [54000, 70200, 900], [59400, 66600, 600], [64800, 75600, 900], [66600, 73800, 720], [70200, 79200, 900], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1028]]"
315e,315e,(M) Santa Lucia,3,"[[3600, 19800, 2700], [19800, 23400, 276], [19800, 27000, 800], [23400, 28800, 225], [23400, 32400, 500], [27000, 46800, 860], [28800, 34200, 337], [32400, 43200, 600], [34200, 45000, 514], [43200, 54000, 720], [45000, 50400, 540], [46800, 64800, 947], [50400, 59400, 562], [54000, 70200, 736], [59400, 66600, 342], [64800, 75600, 1200], [66600, 73800, 360], [70200, 79200, 1000], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1800]]"
320,320,Maria Angelica,3,"[[19800, 23400, 1200], [19800, 27000, 1440], [23400, 28800, 675], [23400, 32400, 900], [27000, 46800, 1237], [28800, 34200, 900], [32400, 43200, 900], [34200, 45000, 900], [43200, 54000, 900], [45000, 50400, 900], [46800, 64800, 1200], [50400, 59400, 900], [54000, 70200, 900], [59400, 66600, 900], [64800, 75600, 1200], [66600, 73800, 900], [70200, 79200, 900], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1200]]"
320c,320c,Maria Angelica,3,"[[23400, 28800, 1080], [28800, 34200, 5400], [59400, 66600, 2400], [66600, 73800, 1200], [73800, 79200, 1800]]"
321,321,(M) Lo Ovalle,3,"[[19800, 23400, 600], [19800, 27000, 1200], [23400, 28800, 600], [23400, 32400, 818], [27000, 46800, 900], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 981], [43200, 54000, 830], [45000, 50400, 900], [46800, 64800, 900], [50400, 59400, 900], [54000, 70200, 852], [59400, 66600, 800], [64800, 75600, 900], [66600, 73800, 900], [70200, 79200, 1125], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 2400]]"
322,322,Jardin Alto,3,"[[19800, 23400, 1800], [19800, 27000, 2400], [23400, 28800, 600], [23400, 32400, 900], [27000, 46800, 1164], [28800, 34200, 600], [32400, 43200, 900], [34200, 45000, 830], [43200, 54000, 771], [45000, 50400, 675], [46800, 64800, 1125], [50400, 59400, 750], [54000, 70200, 900], [59400, 66600, 553], [64800, 75600, 1080], [66600, 73800, 553], [70200, 79200, 750], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1028]]"
323,323,La Loma,3,"[[19800, 23400, 900], [19800, 27000, 7200], [23400, 28800, 675], [23400, 32400, 900], [27000, 46800, 1164], [28800, 34200, 675], [32400, 43200, 830], [34200, 45000, 720], [43200, 54000, 720], [45000, 50400, 675], [46800, 64800, 1200], [50400, 59400, 692], [54000, 70200, 704], [59400, 66600, 600], [64800, 75600, 1200], [66600, 73800, 654], [70200, 79200, 818], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1800]]"
325,325,Gabriela,3,"[[0, 3600, 1800], [19800, 23400, 720], [19800, 27000, 1800], [23400, 28800, 675], [23400, 32400, 750], [27000, 46800, 900], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 771], [43200, 54000, 900], [45000, 50400, 900], [46800, 64800, 900], [50400, 59400, 900], [54000, 70200, 810], [59400, 66600, 900], [64800, 75600, 900], [66600, 73800, 900], [70200, 79200, 900], [73800, 79200, 1080], [75600, 79200, 900], [79200, 86400, 1028]]"
329,329,Mall Florida Center,3,"[[19800, 23400, 600], [19800, 27000, 900], [23400, 28800, 490], [23400, 32400, 818], [27000, 46800, 900], [28800, 34200, 771], [32400, 43200, 830], [34200, 45000, 720], [43200, 54000, 830], [45000, 50400, 771], [46800, 64800, 900], [50400, 59400, 692], [54000, 70200, 852], [59400, 66600, 720], [64800, 75600, 900], [66600, 73800, 800], [70200, 79200, 1000], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1800]]"
345,345,Lo Espejo,3,"[[19800, 23400, 900], [19800, 27000, 1200], [23400, 28800, 675], [23400, 32400, 692], [27000, 46800, 1042], [28800, 34200, 771], [32400, 43200, 771], [34200, 45000, 771], [43200, 54000, 900], [45000, 50400, 900], [46800, 64800, 1000], [50400, 59400, 900], [54000, 70200, 900], [59400, 66600, 800], [64800, 75600, 1080], [66600, 73800, 800], [70200, 79200, 900], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1440]]"
346N,346n,Lo Espejo,3,"[[0, 3600, 1800], [3600, 19800, 1800]]"
348,348,(M) Lo Ovalle,3,"[[19800, 23400, 720], [19800, 27000, 1028], [23400, 28800, 675], [23400, 32400, 818], [27000, 46800, 900], [28800, 34200, 675], [32400, 43200, 830], [34200, 45000, 720], [43200, 54000, 830], [45000, 50400, 675], [46800, 64800, 900], [50400, 59400, 750], [54000, 70200, 810], [59400, 66600, 654], [64800, 75600, 900], [66600, 73800, 720], [70200, 79200, 900], [73800, 79200, 771], [75600, 79200, 900], [79200, 86400, 1800]]"
385,385,Villa Francia,3,"[[19800, 23400, 1200], [19800, 27000, 1800], [23400, 28800, 675], [23400, 32400, 900], [27000, 46800, 900], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 720], [43200, 54000, 900], [45000, 50400, 771], [46800, 64800, 900], [50400, 59400, 750], [54000, 70200, 952], [59400, 66600, 654], [64800, 75600, 900], [66600, 73800, 720], [70200, 79200, 1125], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1200]]"
401,401,Maipu,3,"[[0, 3600, 900], [3600, 19800, 1800], [19800, 23400, 900], [19800, 27000, 900], [23400, 28800, 675], [23400, 32400, 750], [27000, 46800, 900], [28800, 34200, 675], [32400, 43200, 675], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 675], [46800, 64800, 857], [50400, 59400, 562], [54000, 70200, 704], [59400, 66600, 342], [64800, 75600, 771], [66600, 73800, 553], [70200, 79200, 750], [73800, 79200, 771], [75600, 79200, 900], [79200, 86400, 800]]"
401c,401c,(M) Escuela Militar,3,"[[23400, 28800, 2700], [28800, 34200, 1800], [34200, 45000, 10800], [59400, 66600, 7200], [66600, 73800, 1800], [73800, 79200, 5400]]"
402,402,Centro,3,"[[19800, 23400, 900], [19800, 27000, 1200], [23400, 28800, 490], [23400, 32400, 750], [27000, 46800, 990], [28800, 34200, 600], [32400, 43200, 635], [34200, 45000, 720], [43200, 54000, 771], [45000, 50400, 771], [46800, 64800, 947], [50400, 59400, 692], [54000, 70200, 900], [59400, 66600, 654], [64800, 75600, 1200], [66600, 73800, 654], [70200, 79200, 900], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1028]]"
403,403,La Reina,3,"[[0, 3600, 1800], [3600, 19800, 1800], [19800, 23400, 514], [19800, 27000, 1440], [23400, 28800, 450], [23400, 32400, 818], [27000, 46800, 990], [28800, 34200, 490], [32400, 43200, 635], [34200, 45000, 568], [43200, 54000, 720], [45000, 50400, 490], [46800, 64800, 900], [50400, 59400, 562], [54000, 70200, 771], [59400, 66600, 480], [64800, 75600, 900], [66600, 73800, 514], [70200, 79200, 1125], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1200]]"
404,404,Mapocho,3,"[[0, 3600, 1200], [19800, 23400, 720], [19800, 27000, 1028], [23400, 28800, 675], [23400, 32400, 692], [27000, 46800, 900], [28800, 34200, 600], [32400, 43200, 600], [34200, 45000, 600], [43200, 54000, 600], [45000, 50400, 600], [46800, 64800, 947], [50400, 59400, 562], [54000, 70200, 704], [59400, 66600, 600], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 900], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1028]]"
404c,404c,(M) Las Rejas,3,"[[19800, 23400, 1200], [23400, 28800, 284], [28800, 34200, 600]]"
405,405,Cantagallo,3,"[[0, 3600, 1800], [3600, 19800, 1349], [19800, 23400, 276], [19800, 27000, 514], [23400, 28800, 257], [23400, 32400, 473], [27000, 46800, 660], [28800, 34200, 415], [32400, 43200, 600], [34200, 45000, 635], [43200, 54000, 568], [45000, 50400, 675], [46800, 64800, 720], [50400, 59400, 692], [54000, 70200, 704], [59400, 66600, 553], [64800, 75600, 771], [66600, 73800, 720], [70200, 79200, 818], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1200]]"
405c,405c,© Plaza Italia - Cantagallo,3,"[[3600, 19800, 5400], [19800, 23400, 600], [23400, 28800, 540], [28800, 34200, 675], [50400, 59400, 1500], [59400, 66600, 553], [66600, 73800, 600], [73800, 79200, 1800]]"
406,406,Pudahuel,3,"[[19800, 23400, 900], [19800, 27000, 1200], [23400, 28800, 415], [23400, 32400, 692], [27000, 46800, 1042], [28800, 34200, 385], [32400, 43200, 771], [34200, 45000, 400], [43200, 54000, 675], [45000, 50400, 600], [46800, 64800, 1000], [50400, 59400, 500], [54000, 70200, 704], [59400, 66600, 327], [64800, 75600, 981], [66600, 73800, 378], [70200, 79200, 900], [73800, 79200, 675], [75600, 79200, 1200], [79200, 86400, 1028]]"
406c,406c,© (M) Escuela Militar - Av. El Rodeo,3,"[[23400, 28800, 490], [23400, 32400, 750], [28800, 34200, 600], [32400, 43200, 2159], [34200, 45000, 3600], [50400, 59400, 3000], [59400, 66600, 553], [66600, 73800, 1028]]"
407,407,Enea,3,"[[0, 3600, 1800], [3600, 19800, 1620], [19800, 23400, 600], [19800, 27000, 1028], [23400, 28800, 317], [23400, 32400, 900], [27000, 46800, 942], [28800, 34200, 450], [32400, 43200, 981], [34200, 45000, 490], [43200, 54000, 900], [45000, 50400, 490], [46800, 64800, 1000], [50400, 59400, 391], [54000, 70200, 900], [59400, 66600, 300], [64800, 75600, 981], [66600, 73800, 654], [70200, 79200, 1000], [73800, 79200, 771], [75600, 79200, 1800], [79200, 86400, 1200]]"
408,408,Renca,3,"[[0, 3600, 1800], [19800, 23400, 900], [19800, 27000, 1200], [23400, 28800, 490], [23400, 32400, 1000], [27000, 46800, 990], [28800, 34200, 675], [32400, 43200, 981], [34200, 45000, 600], [43200, 54000, 771], [45000, 50400, 540], [46800, 64800, 1058], [50400, 59400, 500], [54000, 70200, 771], [59400, 66600, 423], [64800, 75600, 900], [66600, 73800, 400], [70200, 79200, 818], [73800, 79200, 540], [75600, 79200, 900], [79200, 86400, 800]]"
408e,408e,Renca,3,"[[59400, 66600, 1440], [66600, 73800, 720]]"
409,409,Mapocho,3,"[[0, 3600, 1200], [19800, 23400, 1200], [19800, 27000, 1440], [23400, 28800, 675], [23400, 32400, 900], [27000, 46800, 733], [28800, 34200, 771], [32400, 43200, 514], [34200, 45000, 600], [43200, 54000, 600], [45000, 50400, 540], [46800, 64800, 720], [50400, 59400, 529], [54000, 70200, 648], [59400, 66600, 450], [64800, 75600, 568], [66600, 73800, 600], [70200, 79200, 409], [73800, 79200, 771], [75600, 79200, 720], [79200, 86400, 1028]]"
410,410,Renca,3,"[[0, 3600, 1800], [19800, 23400, 900], [19800, 27000, 1440], [23400, 28800, 771], [23400, 32400, 1000], [27000, 46800, 1042], [28800, 34200, 900], [32400, 43200, 771], [34200, 45000, 771], [43200, 54000, 720], [45000, 50400, 675], [46800, 64800, 1200], [50400, 59400, 529], [54000, 70200, 771], [59400, 66600, 360], [64800, 75600, 1200], [66600, 73800, 360], [70200, 79200, 1000], [73800, 79200, 450], [75600, 79200, 1200], [79200, 86400, 1028]]"
410e,410e,Providencia,3,"[[19800, 23400, 720], [23400, 28800, 490], [28800, 34200, 1800]]"
411,411,Plaza San Enrique,3,"[[19800, 23400, 720], [19800, 27000, 1800], [23400, 28800, 385], [23400, 32400, 750], [27000, 46800, 990], [28800, 34200, 415], [32400, 43200, 568], [34200, 45000, 635], [43200, 54000, 720], [45000, 50400, 771], [46800, 64800, 1000], [50400, 59400, 600], [54000, 70200, 1012], [59400, 66600, 720], [64800, 75600, 1349], [66600, 73800, 720], [70200, 79200, 1125], [73800, 79200, 1080], [75600, 79200, 1800], [79200, 86400, 1028]]"
412,412,Enea,3,"[[0, 3600, 1800], [3600, 19800, 5400], [19800, 23400, 900], [19800, 27000, 1200], [23400, 28800, 600], [23400, 32400, 750], [27000, 46800, 792], [28800, 34200, 600], [32400, 43200, 720], [34200, 45000, 635], [43200, 54000, 720], [45000, 50400, 675], [46800, 64800, 818], [50400, 59400, 642], [54000, 70200, 736], [59400, 66600, 600], [64800, 75600, 981], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 675], [75600, 79200, 1800], [79200, 86400, 1028]]"
415e,415e,(M) Manquehue,3,"[[19800, 23400, 1200], [23400, 28800, 490], [28800, 34200, 771]]"
417e,417e,(M) Manquehue,3,"[[19800, 23400, 720], [23400, 28800, 675], [28800, 34200, 1349]]"
418,418,Enea,3,"[[0, 3600, 1800], [3600, 19800, 1620], [19800, 23400, 900], [19800, 27000, 1200], [23400, 28800, 600], [23400, 32400, 818], [27000, 46800, 990], [28800, 34200, 771], [32400, 43200, 675], [34200, 45000, 720], [43200, 54000, 720], [45000, 50400, 900], [46800, 64800, 900], [50400, 59400, 642], [54000, 70200, 852], [59400, 66600, 553], [64800, 75600, 1080], [66600, 73800, 654], [70200, 79200, 1000], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1200]]"
419,419,Plaza Italia,3,"[[3600, 19800, 5400], [19800, 23400, 600], [19800, 27000, 1028], [23400, 28800, 600], [23400, 32400, 1000], [27000, 46800, 942], [28800, 34200, 675], [32400, 43200, 900], [34200, 45000, 771], [43200, 54000, 981], [45000, 50400, 771], [46800, 64800, 947], [50400, 59400, 692], [54000, 70200, 900], [59400, 66600, 720], [64800, 75600, 1200], [66600, 73800, 900], [70200, 79200, 1125], [73800, 79200, 1080], [75600, 79200, 1200], [79200, 86400, 1440]]"
420,420,(M) Escuela Militar,3,"[[19800, 23400, 900], [23400, 28800, 675], [28800, 34200, 771], [59400, 66600, 900], [66600, 73800, 720], [73800, 79200, 1800]]"
421,421,Maipu,3,"[[0, 3600, 1200], [19800, 23400, 1800], [19800, 27000, 1440], [23400, 28800, 675], [23400, 32400, 750], [27000, 46800, 825], [28800, 34200, 675], [32400, 43200, 675], [34200, 45000, 675], [43200, 54000, 675], [45000, 50400, 675], [46800, 64800, 1058], [50400, 59400, 692], [54000, 70200, 704], [59400, 66600, 423], [64800, 75600, 981], [66600, 73800, 514], [70200, 79200, 818], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 800]]"
421c,421c,© San Carlos De Apoquindo - (M) Los Dominicos,3,"[[23400, 28800, 1080], [28800, 34200, 1080], [50400, 59400, 1800], [59400, 66600, 900], [66600, 73800, 1800]]"
422,422,La Reina,3,"[[19800, 23400, 514], [19800, 27000, 1028], [23400, 28800, 490], [23400, 32400, 900], [27000, 46800, 900], [28800, 34200, 675], [32400, 43200, 900], [34200, 45000, 720], [43200, 54000, 900], [45000, 50400, 675], [46800, 64800, 900], [50400, 59400, 600], [54000, 70200, 900], [59400, 66600, 450], [64800, 75600, 900], [66600, 73800, 654], [70200, 79200, 900], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1440]]"
423,423,Plaza Italia,3,"[[3600, 19800, 8100], [19800, 23400, 600], [19800, 27000, 1800], [23400, 28800, 600], [23400, 32400, 900], [27000, 46800, 1164], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 720], [43200, 54000, 981], [45000, 50400, 675], [46800, 64800, 1000], [50400, 59400, 692], [54000, 70200, 1157], [59400, 66600, 800], [64800, 75600, 1200], [66600, 73800, 900], [70200, 79200, 1800], [73800, 79200, 900], [75600, 79200, 1800], [79200, 86400, 2400]]"
424,424,Pudahuel Sur,3,"[[0, 3600, 1800], [19800, 23400, 1800], [19800, 27000, 1800], [23400, 28800, 771], [23400, 32400, 900], [27000, 46800, 1164], [28800, 34200, 771], [32400, 43200, 900], [34200, 45000, 720], [43200, 54000, 900], [45000, 50400, 771], [46800, 64800, 1200], [50400, 59400, 750], [54000, 70200, 900], [59400, 66600, 654], [64800, 75600, 1200], [66600, 73800, 720], [70200, 79200, 1000], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1200]]"
425,425,Rigoberto Jara,3,"[[0, 3600, 1800], [3600, 19800, 5400], [19800, 23400, 450], [19800, 27000, 720], [23400, 28800, 257], [23400, 32400, 409], [27000, 46800, 582], [28800, 34200, 415], [32400, 43200, 431], [34200, 45000, 469], [43200, 54000, 450], [45000, 50400, 450], [46800, 64800, 600], [50400, 59400, 450], [54000, 70200, 522], [59400, 66600, 360], [64800, 75600, 600], [66600, 73800, 450], [70200, 79200, 562], [73800, 79200, 600], [75600, 79200, 720], [79200, 86400, 720]]"
426,426,Pudahuel,3,"[[0, 3600, 1200], [3600, 19800, 1800], [19800, 23400, 1200], [19800, 27000, 1200], [23400, 28800, 490], [23400, 32400, 1000], [27000, 46800, 1042], [28800, 34200, 415], [32400, 43200, 981], [34200, 45000, 400], [43200, 54000, 900], [45000, 50400, 675], [46800, 64800, 1058], [50400, 59400, 409], [54000, 70200, 900], [59400, 66600, 327], [64800, 75600, 981], [66600, 73800, 514], [70200, 79200, 900], [73800, 79200, 675], [75600, 79200, 900], [79200, 86400, 900]]"
428,428,(M) Los Libertadores,3,"[[0, 3600, 1800], [3600, 19800, 2700], [19800, 23400, 450], [19800, 27000, 800], [23400, 28800, 300], [23400, 32400, 562], [27000, 46800, 707], [28800, 34200, 490], [32400, 43200, 600], [34200, 45000, 600], [43200, 54000, 514], [45000, 50400, 600], [46800, 64800, 692], [50400, 59400, 529], [54000, 70200, 600], [59400, 66600, 450], [64800, 75600, 720], [66600, 73800, 423], [70200, 79200, 600], [73800, 79200, 675], [75600, 79200, 720], [79200, 86400, 800]]"
429,429,Lo Echevers,3,"[[3600, 19800, 5400], [19800, 23400, 720], [19800, 27000, 1800], [23400, 28800, 675], [23400, 32400, 750], [27000, 46800, 942], [28800, 34200, 600], [32400, 43200, 720], [34200, 45000, 600], [43200, 54000, 720], [45000, 50400, 600], [46800, 64800, 818], [50400, 59400, 600], [54000, 70200, 810], [59400, 66600, 654], [64800, 75600, 1080], [66600, 73800, 720], [70200, 79200, 1285], [73800, 79200, 771], [75600, 79200, 1200], [79200, 86400, 1028]]"
429c,429c,(M) Tobalaba,3,"[[23400, 28800, 490], [28800, 34200, 771], [50400, 59400, 9000], [59400, 66600, 720], [66600, 73800, 1028]]"
430,430,Quilicura,3,"[[19800, 23400, 1800], [19800, 27000, 1440], [23400, 28800, 490], [23400, 32400, 1500], [27000, 46800, 860], [28800, 34200, 600], [32400, 43200, 771], [34200, 45000, 600], [43200, 54000, 600], [45000, 50400, 600], [46800, 64800, 818], [50400, 59400, 500], [54000, 70200, 771], [59400, 66600, 342], [64800, 75600, 1349], [66600, 73800, 360], [70200, 79200, 900], [73800, 79200, 675], [75600, 79200, 1800], [79200, 86400, 900]]"
431c,431c,(M) Ecuador,3,"[[19800, 23400, 1200], [23400, 28800, 600], [59400, 66600, 1440]]"
432N,432n,Maipu,3,"[[0, 3600, 1800], [3600, 19800, 1800]]"
444,444,Intermodal Aeropuerto,3,"[[19800, 23400, 600], [19800, 27000, 3600], [23400, 28800, 675], [23400, 32400, 1125], [27000, 46800, 1237], [28800, 34200, 771], [32400, 43200, 1200], [34200, 45000, 1200], [43200, 54000, 1200], [45000, 50400, 1080], [46800, 64800, 1200], [50400, 59400, 1285], [54000, 70200, 1157], [59400, 66600, 654], [64800, 75600, 1200], [66600, 73800, 654], [70200, 79200, 1285], [73800, 79200, 1080], [75600, 79200, 1200], [79200, 86400, 2400]]"
445c,445c,Vitacura,3,"[[19800, 23400, 900], [23400, 28800, 415], [28800, 34200, 900]]"
481,481,Avenida Portales,3,"[[23400, 28800, 771], [28800, 34200, 771], [34200, 45000, 720], [45000, 50400, 771], [50400, 59400, 692], [59400, 66600, 553], [66600, 73800, 553], [73800, 79200, 771], [79200, 86400, 1800]]"
501,501,(M) Parque Bustamante,3,"[[19800, 23400, 450], [19800, 27000, 1028], [23400, 28800, 284], [23400, 32400, 900], [27000, 46800, 1164], [28800, 34200, 360], [32400, 43200, 900], [34200, 45000, 600], [43200, 54000, 900], [45000, 50400, 450], [46800, 64800, 1200], [50400, 59400, 375], [54000, 70200, 900], [59400, 66600, 327], [64800, 75600, 1200], [66600, 73800, 400], [70200, 79200, 1000], [73800, 79200, 900], [75600, 79200, 1200], [79200, 86400, 1800]]"
502,502,Cantagallo,3,"[[3600, 19800, 3240], [19800, 23400, 327], [19800, 27000, 900], [23400, 28800, 257], [23400, 32400, 900], [27000, 46800, 900], [28800, 34200, 540], [32400, 43200, 900], [34200, 45000, 675], [43200, 54000, 900], [45000, 50400, 600], [46800, 64800, 900], [50400, 59400, 321], [54000, 70200, 900], [59400, 66600, 450], [64800, 75600, 900], [66600, 73800, 1200], [70200, 79200, 1125], [73800, 79200, 1080], [75600, 79200, 900], [79200, 86400, 1440]]"
502c,502c,Santiago,3,"[[19800, 23400, 720], [23400, 28800, 675], [28800, 34200, 2700]]"
503,503,Vital Apoquindo,3,"[[3600, 19800, 5400], [19800, 23400, 300], [19800, 27000, 800], [23400, 28800, 234], [23400, 32400, 600], [27000, 46800, 792], [28800, 34200, 450], [32400, 43200, 540], [34200, 45000, 450], [43200, 54000, 771], [45000, 50400, 450], [46800, 64800, 900], [50400, 59400, 428], [54000, 70200, 900], [59400, 66600, 327], [64800, 75600, 900], [66600, 73800, 553], [70200, 79200, 1000], [73800, 79200, 675], [75600, 79200, 900], [79200, 86400, 1028]]"
504,504,El Tranque,3,"[[19800, 23400, 720], [19800, 27000, 900], [23400, 28800, 600], [23400, 32400, 750], [27000, 46800, 900], [28800, 34200, 600], [32400, 43200, 720], [34200, 45000, 635], [43200, 54000, 771], [45000, 50400, 675], [46800, 64800, 900], [50400, 59400, 600], [54000, 70200, 771], [59400, 66600, 450], [64800, 75600, 900], [66600, 73800, 600], [70200, 79200, 818], [73800, 79200, 900], [75600, 79200, 900], [79200, 86400, 1200]]"
505,505,Cerro Navia,3,"[[3600, 19800, 8100], [19800, 23400, 450], [19800, 27000, 900], [23400, 28800, 360], [23400, 32400, 750], [27000, 46800, 942], [28800, 34200, 450], [32400, 43200, 720], [34200, 45000, 600], [43200, 54000, 900], [45000, 50400, 450], [46800, 64800, 750], [50400, 59400, 450], [54000, 70200, 852], [59400, 66600, 378], [64800, 75600, 900], [66600, 73800, 400], [70200, 79200, 900], [73800, 79200, 540], [75600, 79200, 900], [79200, 86400, 1028]]"
505c,505c,© Las Parcelas - (M) Salvador,3,"[[19800, 23400, 1800], [23400, 28800, 900], [28800, 34200, 2700]]"
